,0to1,0to2,1to0,1to2,1to3,2to0,2to4,3to4,3to5,4to2,4to3,4to5,5to3
0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564
1,0.05283277242914888,0.07581348710706401,0.0,0.0,0.03186508420999457,0.0,0.03773222983318624,0.0,0.04863590593583018,0.0,0.0,0.042758485214409586,0.0
2,0.13803376849166188,0.0,0.0,0.0,0.0653594267885662,0.0,0.002980422207225984,0.0,0.10496229708147742,0.0,0.0,0.019333910292757175,0.0
3,0.02315494213548908,0.11161375932744733,0.0,0.0,0.01715351494552697,0.0,0.05193409146347701,0.0,0.05181751618729302,0.0,0.0,0.07079182438245164,0.0
4,0.037417987898418825,0.09898830909477324,0.0,0.0,0.019139348221952634,0.0,0.04941469202530541,0.0,0.04973166205975643,0.0,0.0,0.07157578054316957,0.0
5,0.024836524491104205,0.10738455665371589,0.0,0.0,0.003265110283412862,0.0,0.062496939597189244,0.0,0.03465775948214026,0.0,0.028150753596788043,0.08083025239768156,0.0
6,0.024354346050460156,0.10772596944600012,0.0,0.0,0.0032042292812929953,0.0,0.0625882222113726,0.0,0.03413219154905601,0.0,0.02829938177037474,0.08117658174178351,0.0
7,0.024516244235452952,0.10981736902711729,0.0,0.0,0.008074185100802638,0.0,0.05894594153771841,0.0,0.047316461074596104,0.0,0.016366439455476806,0.07157772508480552,0.0
8,0.02326128374560552,0.10889188387335383,0.0,0.0,0.002774090264406892,0.0,0.06324718587888654,0.0,0.033123854918355795,0.0,0.02855180485739654,0.0819555174728426,0.0
9,0.023538634390656052,0.11019023424573793,0.0,0.0,0.00797950742575571,0.0,0.05890500222955365,0.0,0.046095768826804245,0.0,0.01578769105407776,0.07207615677257609,0.0
10,0.024120948627245436,0.11086905677883589,0.0,0.0,0.007956658013121197,0.0,0.05934995752811018,0.0,0.04687289923376393,0.0,0.016465652156978896,0.07211706849640911,0.0
11,0.11516011168753094,0.010844584872053035,0.0,0.0,0.05000760528779749,0.0,0.014796504055408765,0.0,0.11167472966054993,0.0,0.02875804170873879,0.011078608242598233,0.0
12,0.024901991955145246,0.11015778751596883,0.0,0.0,0.008683235293459738,0.0,0.05891300404987871,0.0,0.047627917638502076,0.0,0.01587258677981649,0.07194030691538288,0.0
13,0.023056774860004067,0.10974833105075134,0.0,0.0,0.0027478791359544785,0.0,0.06370577420558872,0.0,0.03301009510231464,0.0,0.028835825706766658,0.08251377147486373,0.0
14,0.11715548663180231,0.010569578782482963,0.0,0.0,0.05599783906185376,0.0,0.009706505551125597,0.0,0.12633226991461552,0.0,0.015962181813879612,0.0,0.0
15,0.024453604390611488,0.10873024968647901,0.0,0.0,0.0036244691700834187,0.0,0.06315973377894779,0.0,0.047312235323872055,0.0,0.02911137093436754,0.0710458064090615,0.0
16,0.02304397767198063,0.10976830792579305,0.0,0.0,0.0027430290984779004,0.0,0.06374541022792748,0.0,0.03304430820010728,0.0,0.028945397537577525,0.08253956068831154,0.0
17,0.11742904176487014,0.010585981720319795,0.0,0.0,0.056016760647815196,0.0,0.009733006225018525,0.0,0.12672996383122784,0.0,0.016039084906938363,0.0,0.0
18,0.024427590274367347,0.10921521998825125,0.0,0.0,0.003493972254161133,0.0,0.06335736354212188,0.0,0.034521247919985565,0.0,0.029085830165821204,0.0823124918984631,0.0
19,0.023431872863498144,0.11068958603421895,0.0,0.0,0.007916674342329027,0.0,0.05928469715188945,0.0,0.046175919893221326,0.0,0.015985025369062506,0.07240576055776483,0.0
20,0.11513555738635245,0.010833802077175719,0.0,0.0,0.04983691921838645,0.0,0.014816613511867725,0.0,0.11200887754602142,0.0,0.029012032253597907,0.011086790663673792,0.0
21,0.024028225092008595,0.11069461660970584,0.0,0.0,0.008131494648953502,0.0,0.0593669705807731,0.0,0.04738403812650759,0.0,0.016536076041742048,0.07202497194759598,0.0
22,0.11675019292787568,0.010560655079563453,0.0,0.0,0.055638274913535284,0.0,0.009692828173733166,0.0,0.126318236082668,0.0,0.016019042858493777,0.0,0.0
23,0.02370607284967369,0.10952727200437169,0.0,0.0,0.003253917346772685,0.0,0.06352439840040155,0.0,0.04665381623167252,0.0,0.02897207453424468,0.07123227952914565,0.0
24,0.023717368605659858,0.10956575742943045,0.0,0.0,0.003116815011390604,0.0,0.06371972566354837,0.0,0.03382630740855164,0.0,0.029079524902736954,0.08259758307266063,0.0
25,0.11515250130261005,0.010851853380345135,0.0,0.0,0.04988322473444462,0.0,0.014830380232316379,0.0,0.11229118954992019,0.0,0.029101843470576406,0.01109709185345763,0.0
26,0.024806986030315184,0.11013585860546934,0.0,0.0,0.00853585284757333,0.0,0.059018244223394224,0.0,0.047411189222969725,0.0,0.015891276209152653,0.0721119323434449,0.0
27,0.023017517326426973,0.10963358783101916,0.0,0.0,0.002738696273884882,0.0,0.06380333890113045,0.0,0.033082413041754494,0.0,0.029039342049066552,0.08283297608755881,0.0
28,0.024080996267842686,0.11053982461779623,0.0,0.0,0.008299569407193296,0.0,0.0591460866734047,0.0,0.04682354151391021,0.0,0.016033325474561138,0.07218112484096675,0.0
29,0.02302748204457633,0.10959907640350071,0.0,0.0,0.0027398819072474608,0.0,0.06369621487724268,0.0,0.03320132110647787,0.0,0.029065877638423023,0.08260780443505529,0.0
