1665,1672,1638,1638,1672,1638,1702,1638,1645,1638,1638,1668,1638,1658,1664,1638,1638,1667,1638,1738,1638,1659,1638,1638,1681,1638,1669,1668,1638,1638,1769,1638,1817,1638,1735,1638,1638,1735,1638
0.255804054,0.542381882,0,0,0.071254481,0,0.128544511,0,0.228765168,0,0,0.522627988,0,0.051306798,2.318949689,0,0,0.016434734,0,0.435757914,0,0.057398346,0,0,2.260426092,0,0.045709854,2.194848253,0,0,0.017961539,0,0.413638537,0,0.07769446,0,0,1.938947237,0
