1_1, 76572.00, 234.30
1_10, 76572.00, 237.42
1_2, 76573.00, 233.89
1_3, 76572.00, 236.44
1_4, 76571.00, 237.31
1_5, 76573.00, 236.24
1_6, 76571.00, 234.06
1_7, 76573.00, 235.39
1_8, 76573.00, 236.50
1_9, 76572.00, 235.70
10_1, 76602.00, 233.85
10_2, 76511.00, 230.93
10_3, 76613.00, 233.56
10_4, 76354.00, 233.85
10_5, 76421.00, 232.12
11_1, 76904.00, 236.06
11_2, 76538.00, 235.74
11_3, 76419.00, 233.98
11_4, 76360.00, 235.07
11_5, 76512.00, 235.49
12_1, 76359.00, 236.74
12_2, 76421.00, 238.63
12_3, 76716.00, 236.85
12_4, 76359.00, 236.01
12_5, 76421.00, 234.50
13_1, 76363.00, 238.15
13_2, 76512.00, 235.01
13_3, 76690.00, 233.96
14_1, 76577.00, 233.00
14_2, 76448.00, 236.81
14_3, 76452.00, 236.03
14_4, 76448.00, 235.03
14_5, 76613.00, 236.92
14_6, 76539.00, 232.90
14_7, 76540.00, 235.26
15_1, 76388.00, 235.77
15_2, 76550.00, 233.39
15_3, 76512.00, 234.98
15_4, 76363.00, 236.21
15_5, 76389.00, 234.48
16_1, 76637.00, 239.71
16_2, 76551.00, 241.12
16_3, 76377.00, 237.35
16_4, 76352.00, 239.35
17_1, 76452.00, 236.10
17_2, 76377.00, 233.56
17_3, 76454.00, 233.42
18_1, 76377.00, 251.32
18_2, 76662.00, 252.76
18_3, 76452.00, 250.29
18_4, 76377.00, 252.68
19_1, 76512.00, 236.52
19_2, 76789.00, 232.99
19_3, 77058.00, 236.57
19_4, 76454.00, 237.67
2_1, 76420.00, 234.05
2_2, 76419.00, 232.17
2_3, 76353.00, 232.72
2_4, 76463.00, 237.53
2_5, 76363.00, 236.75
2_6, 76422.00, 231.99
2_7, 76359.00, 231.49
2_8, 76421.00, 234.83
2_9, 76512.00, 232.76
20_1, 76353.00, 273.30
20_2, 76362.00, 275.92
20_3, 76364.00, 273.55
21_1, 76513.00, 238.03
21_2, 76453.00, 237.86
21_3, 76362.00, 235.01
21_4, 76376.00, 237.72
21_5, 76354.00, 233.22
22_1, 76353.00, 236.63
22_2, 76353.00, 236.45
22_3, 76422.00, 235.07
22_4, 76420.00, 236.57
23_1, 76512.00, 248.88
23_2, 76468.00, 243.72
23_3, 76468.00, 247.73
24_1, 76450.00, 242.70
24_2, 76511.00, 240.24
24_3, 76353.00, 238.43
24_4, 76355.00, 240.00
24_5, 76353.00, 241.47
25_1, 76364.00, 238.76
25_2, 76364.00, 239.60
26_1, 76463.00, 241.45
26_2, 76464.00, 241.13
27_1, 76352.00, 239.30
27_2, 76736.00, 241.35
27_3, 76393.00, 238.35
27_4, 76420.00, 239.08
27_5, 76523.00, 238.52
28_1, 76512.00, 240.17
28_2, 76453.00, 240.69
28_3, 76377.00, 241.61
28_4, 76360.00, 240.70
29_1, 76513.00, 235.61
29_2, 76421.00, 233.40
29_3, 76366.00, 235.18
29_4, 76354.00, 232.52
3_1, 76332.00, 233.78
3_10, 76377.00, 234.06
3_2, 76377.00, 236.28
3_3, 76421.00, 231.75
3_4, 76421.00, 232.96
3_5, 76354.00, 233.12
3_6, 76360.00, 236.23
3_7, 76354.00, 234.28
3_8, 76421.00, 232.40
3_9, 76419.00, 236.61
30_1, 76353.00, 234.55
30_2, 76422.00, 236.52
30_3, 76452.00, 233.79
30_4, 76423.00, 236.24
31_1, 76359.00, 238.01
31_2, 76373.00, 239.53
31_3, 76513.00, 238.24
31_4, 76362.00, 241.67
31_5, 76353.00, 238.61
32_1, 76513.00, 235.04
32_2, 76362.00, 230.38
32_3, 76423.00, 231.27
32_4, 76373.00, 231.93
32_5, 76417.00, 235.55
33_1, 76419.00, 246.51
33_2, 76418.00, 248.13
33_3, 76513.00, 247.77
33_4, 76422.00, 245.28
34_1, 76494.00, 240.04
34_2, 76729.00, 239.09
34_3, 76729.00, 235.90
34_4, 76729.00, 237.85
35_1, 76533.00, 232.04
35_2, 76512.00, 237.30
35_3, 76420.00, 237.46
35_4, 76512.00, 236.71
35_5, 76421.00, 233.80
35_6, 76417.00, 238.12
35_7, 76852.00, 238.37
36_1, 76377.00, 237.88
36_2, 76827.00, 233.82
36_3, 76377.00, 236.52
36_4, 76378.00, 236.20
37_1, 76491.00, 229.78
37_2, 76353.00, 226.93
37_3, 76391.00, 227.31
37_4, 76401.00, 231.91
37_5, 76523.00, 231.78
37_6, 76363.00, 229.34
37_7, 76453.00, 229.37
38_1, 76353.00, 248.15
38_2, 76963.00, 251.71
38_3, 76514.00, 248.20
38_4, 76646.00, 248.50
38_5, 76513.00, 247.16
38_6, 76647.00, 250.61
38_7, 76513.00, 248.85
39_1, 76421.00, 225.29
39_2, 76353.00, 230.33
39_3, 76352.00, 226.75
39_4, 76419.00, 230.10
4_1, 76453.00, 236.26
4_2, 76612.00, 235.84
4_3, 76452.00, 233.42
4_4, 76362.00, 233.68
4_5, 76453.00, 236.08
4_6, 76421.00, 236.08
4_7, 76613.00, 235.77
40_1, 76692.00, 245.57
40_2, 76511.00, 235.53
40_3, 76512.00, 243.09
40_4, 76692.00, 242.91
41_1, 76355.00, 235.57
41_2, 76449.00, 236.26
41_3, 76511.00, 233.97
41_4, 76419.00, 233.16
41_5, 76353.00, 233.97
42_1, 76534.00, 240.25
42_2, 76512.00, 238.33
43_1, 76461.00, 237.33
43_2, 76523.00, 234.90
43_3, 76512.00, 237.49
43_4, 76422.00, 236.90
44_1, 76364.00, 242.76
44_2, 76362.00, 243.29
44_3, 76421.00, 241.36
44_4, 76421.00, 246.40
44_5, 76373.00, 250.05
45_1, 76422.00, 236.96
45_2, 76513.00, 235.88
45_3, 76364.00, 234.93
45_4, 76512.00, 237.24
46_1, 76454.00, 240.44
46_2, 76454.00, 241.99
47_1, 76513.00, 253.11
47_2, 76363.00, 249.38
47_3, 76512.00, 250.67
47_4, 76454.00, 254.28
48_1, 76363.00, 237.96
48_2, 76453.00, 236.46
48_3, 76363.00, 237.68
48_4, 76377.00, 234.19
49_1, 76451.00, 251.03
49_2, 76512.00, 246.83
5_1, 76553.00, 240.10
5_2, 76572.00, 239.19
5_3, 76573.00, 235.29
5_4, 76554.00, 235.39
5_5, 76612.00, 239.29
5_6, 76494.00, 234.77
5_7, 76535.00, 238.04
5_8, 76493.00, 236.88
5_9, 76534.00, 239.36
50_1, 76453.00, 244.76
50_2, 76363.00, 247.65
50_3, 76354.00, 244.75
51_1, 76354.00, 242.33
51_2, 76643.00, 238.96
51_3, 76613.00, 239.12
51_4, 76643.00, 237.37
52_1, 76377.00, 242.93
52_2, 76353.00, 236.63
53_1, 76452.00, 242.21
53_2, 76452.00, 257.00
53_3, 76533.00, 246.37
54_1, 76401.00, 225.42
54_2, 76513.00, 231.54
54_3, 76551.00, 235.02
54_4, 76401.00, 235.45
55_1, 76362.00, 236.39
55_2, 76512.00, 232.26
55_3, 76512.00, 233.17
56_1, 76422.00, 235.32
56_2, 76378.00, 233.54
56_3, 76362.00, 230.96
56_4, 76422.00, 233.81
56_5, 76613.00, 232.34
56_6, 76362.00, 234.84
56_7, 76354.00, 236.16
56_8, 76364.00, 232.79
57_1, 76353.00, 237.89
57_2, 76512.00, 237.66
57_3, 76512.00, 239.98
57_4, 76455.00, 240.12
58_1, 76462.00, 237.12
58_2, 76420.00, 238.19
58_3, 76462.00, 239.63
59_1, 76364.00, 237.41
59_2, 76461.00, 237.55
59_3, 76613.00, 238.70
59_4, 76452.00, 239.42
6_1, 76512.00, 236.86
6_2, 76451.00, 239.16
6_3, 76421.00, 237.89
60_1, 77238.00, 247.26
60_2, 76787.00, 246.73
60_3, 76603.00, 248.90
60_4, 76834.00, 244.56
60_5, 77328.00, 252.26
60_6, 76788.00, 245.72
60_7, 76834.00, 247.02
60_8, 76834.00, 249.70
61_1, 76512.00, 237.32
61_2, 76378.00, 234.77
61_3, 76452.00, 235.40
61_4, 76419.00, 237.77
62_1, 76512.00, 233.94
62_2, 76424.00, 232.31
62_3, 76363.00, 236.25
62_4, 76422.00, 235.01
63_1, 76513.00, 232.13
63_2, 76377.00, 233.15
63_3, 76376.00, 233.58
63_4, 76419.00, 232.17
64_1, 76479.00, 240.07
64_2, 76355.00, 240.52
64_3, 76479.00, 241.58
64_4, 76362.00, 238.15
65_1, 76363.00, 234.43
65_2, 76838.00, 232.95
66_1, 76564.00, 237.64
66_2, 76422.00, 236.62
66_3, 76445.00, 233.80
66_4, 76564.00, 231.01
66_5, 76461.00, 234.17
67_1, 76453.00, 240.17
67_2, 76452.00, 237.62
68_1, 76512.00, 256.88
68_2, 76512.00, 252.21
68_3, 76513.00, 251.82
68_4, 76564.00, 254.89
69_1, 76377.00, 239.12
69_2, 76513.00, 239.59
7_1, 76511.00, 240.12
7_2, 76377.00, 240.93
7_3, 76359.00, 241.44
7_4, 76353.00, 238.54
7_5, 76353.00, 240.92
7_6, 76422.00, 240.70
7_7, 76421.00, 239.23
70_1, 76421.00, 241.10
70_2, 76419.00, 237.70
70_3, 76421.00, 236.48
70_4, 76422.00, 239.93
70_5, 76421.00, 237.65
71_1, 76512.00, 237.99
71_2, 76647.00, 249.96
72_1, 76512.00, 233.06
72_2, 76377.00, 234.37
72_3, 76420.00, 231.82
72_4, 76452.00, 232.59
72_5, 76355.00, 232.46
73_1, 76588.00, 238.23
73_2, 76516.00, 235.27
74_1, 76692.00, 260.55
74_2, 76790.00, 261.79
74_3, 76791.00, 261.64
74_4, 76424.00, 263.29
75_1, 76880.00, 234.72
75_2, 76353.00, 231.39
75_3, 76609.00, 233.51
75_4, 50069.00, 227.87
75_5, 76363.00, 233.97
76_1, 76362.00, 236.21
76_2, 76453.00, 234.55
8_1, 76453.00, 248.65
8_2, 76421.00, 242.61
8_3, 76422.00, 240.97
9_1, 76419.00, 237.33
9_2, 76376.00, 239.51
9_3, 76422.00, 236.56
9_4, 76552.00, 240.11
9_5, 27698.00, 84.94
