1_1, 76423.00, 233.55
1_10, 76422.00, 235.76
1_10, 76361.00, 234.86
1_2, 76423.00, 233.55
1_3, 76423.00, 233.55
1_4, 76423.00, 233.55
1_5, 76423.00, 233.55
1_6, 76423.00, 233.55
1_7, 76423.00, 233.55
1_8, 76423.00, 233.55
1_9, 76423.00, 233.55
10_1, 76365.00, 237.22
10_2, 76353.00, 237.68
10_3, 76421.00, 236.50
10_4, 76512.00, 234.92
10_5, 76422.00, 238.02
11_1, 76352.00, 231.94
11_2, 76355.00, 238.05
11_3, 76452.00, 236.28
11_4, 76453.00, 236.17
11_5, 76613.00, 238.60
12_1, 76364.00, 233.48
12_2, 76423.00, 233.41
12_3, 76422.00, 234.80
12_4, 76451.00, 233.79
12_5, 76362.00, 237.38
13_1, 76511.00, 234.34
13_2, 76377.00, 235.94
13_3, 76421.00, 239.22
14_1, 76422.00, 233.71
14_2, 76512.00, 236.42
14_3, 76363.00, 235.03
14_4, 76420.00, 234.66
14_5, 76422.00, 238.23
14_6, 76365.00, 236.64
14_7, 76453.00, 236.00
15_1, 76354.00, 234.86
15_2, 76512.00, 231.11
15_3, 76513.00, 234.45
15_4, 76452.00, 238.03
15_5, 76513.00, 233.24
16_1, 76512.00, 241.27
16_2, 76513.00, 243.22
16_3, 76512.00, 240.14
16_4, 76419.00, 238.87
17_1, 76377.00, 245.50
17_2, 76356.00, 246.47
17_3, 76363.00, 244.50
18_1, 76613.00, 233.05
18_2, 76421.00, 235.23
18_3, 76419.00, 230.43
18_4, 76512.00, 232.69
19_1, 76512.00, 235.68
19_2, 76364.00, 233.64
19_3, 76420.00, 236.74
19_4, 76377.00, 236.38
2_1, 76352.00, 231.89
2_2, 76512.00, 230.26
2_3, 76512.00, 235.77
2_4, 76512.00, 237.52
2_5, 76512.00, 234.29
2_6, 76453.00, 237.05
2_7, 76376.00, 232.54
2_8, 76353.00, 234.51
2_9, 76363.00, 235.76
20_1, 76360.00, 236.80
20_2, 76376.00, 234.60
20_3, 76454.00, 233.71
21_1, 76512.00, 235.12
21_2, 76377.00, 239.81
21_3, 76377.00, 241.45
21_4, 76422.00, 239.61
21_5, 76512.00, 236.63
22_1, 76512.00, 237.20
22_2, 76422.00, 236.75
22_3, 76422.00, 231.90
22_4, 76451.00, 235.53
23_1, 76512.00, 234.84
23_2, 76363.00, 233.91
23_3, 76421.00, 233.91
24_1, 76512.00, 232.59
24_2, 76363.00, 230.59
24_3, 76377.00, 233.89
24_4, 76377.00, 235.61
24_5, 76422.00, 235.22
25_1, 76354.00, 237.28
25_2, 76421.00, 244.23
26_1, 76512.00, 234.93
26_2, 76512.00, 232.41
27_1, 76419.00, 234.23
27_2, 76420.00, 234.95
27_3, 76355.00, 230.61
27_4, 76362.00, 232.94
27_5, 76421.00, 233.75
28_1, 76352.00, 239.03
28_2, 76422.00, 235.24
28_3, 76376.00, 235.80
28_4, 76353.00, 235.42
29_1, 76512.00, 228.83
29_2, 76362.00, 228.36
29_3, 76512.00, 220.02
29_4, 76419.00, 225.72
3_1, 76421.00, 232.46
3_10, 76512.00, 230.32
3_10, 76512.00, 234.66
