,CO2,Fuel
0,2624.722222222222,1.1283318358790055
1,2995.765938597688,1.287813949714469
2,6280.655453766347,2.699906493564372
3,8971.958444937665,3.8567302981191958
4,5185.778762682576,2.2291674552215666
5,5787.169476208137,2.4877705304962157
6,9222.832963290155,3.9646680161973302
7,10567.44508631873,4.542621171545035
8,12940.201249543428,5.562626382326887
9,11860.301507655548,5.098416723040911
10,6688.869265937557,2.8753730230834584
11,14266.382006229513,6.132665660014541
12,14558.819951337488,6.2584545225824515
13,19040.034301269938,8.184661787751622
14,15693.027846913465,6.745907234173557
15,25081.401712122395,10.781584700450095
16,23345.53533407198,10.035576780561415
17,22429.289782184078,9.641570555045714
18,9015.743892265524,3.8756410424628873
19,22364.70037857631,9.613805551893826
20,25390.69642712624,10.914553004897872
21,34354.79870538422,14.767760838645732
22,37652.87923125351,16.18545432341469
23,31313.68871594903,13.460646341051776
24,26279.13132314821,11.296409705967722
25,32347.18575387614,13.904932750572389
26,33381.74897569598,14.34965103367314
27,27894.85004496217,11.991086768024378
28,25099.13869197062,10.789263335742985
29,36063.80054723595,15.502471393990417
30,34596.20764762637,14.871616607277197
31,45951.84819463503,19.753012470164105
32,27456.030202165006,11.802507042705974
33,32605.175037749264,14.015868217003678
34,36264.94699917428,15.589042861008597
35,47326.77584031273,20.343948324721417
36,40543.79360216875,17.42820890642325
37,41952.108718305455,18.033724669200524
38,54248.72683221236,23.319493677591282
39,41540.312674320674,17.856544563276014
40,50726.05952745522,21.805227744434116
41,47931.5296155363,20.6038759953343
42,40184.162523416526,17.27371781183679
43,35214.889186565306,15.137537863562072
44,67294.37214336035,28.9271685217967
45,61845.41100671661,26.584859894980866
46,46860.522553543226,20.143595759199325
47,52638.44918335871,22.627210181343557
48,55822.81927456875,23.996069934997777
49,71148.89028911202,30.584128799308456
50,46356.87048548613,19.92707854125023
51,42790.81668842738,18.39423619973192
52,35937.066511588324,15.44820131903786
53,39155.981982981626,16.831774118891996
54,51535.8166345271,22.15342049925202
55,50772.12839931846,21.82512913821814
56,55611.34364684706,23.905190902621925
57,62566.79139944774,26.895079587585297
58,58400.87967850245,25.10416915322447
59,64508.21756457855,27.729553079574575
60,55690.37792773152,23.939192883860056
61,76136.22659423402,32.72776837437638
62,37191.47587214454,15.987225220540225
63,46587.8029127598,20.0263261217509
64,55879.74842891781,24.0205991762424
65,68120.43362958173,29.28233751498818
66,76223.60969130698,32.76547838649797
67,70751.2415810616,30.413050377370936
68,73651.43783205203,31.65994197178719
69,61363.10660473519,26.377489532034748
70,73660.84954393962,31.66396448465466
71,63321.88178952894,27.219595662430862
72,62556.131384158456,26.890295625247408
73,69352.52019888532,29.81206954058814
74,52082.49361900444,22.38831160011356
75,77600.51346476452,33.35745023764411
76,69925.53232348802,30.058369674717255
77,45312.33880936362,19.477959944826182
78,70807.2464943357,30.43722692883266
79,77169.23913304532,33.172111296608605
80,54461.58685937398,23.411100537938594
81,66597.78134501107,28.627853277194014
82,78493.95008460597,33.74145163909036
83,48751.16943960616,20.95622855284685
84,110982.49294834358,47.7068560624924
85,67248.17007456541,28.90734113227854
86,91387.63991089712,39.2838340158189
87,66253.62998712846,28.47968507343635
88,75318.5502452284,32.3765066546284
89,87299.76191734616,37.52660321838481
90,60346.18180787956,25.940467816724766
91,90911.76164376689,39.079349304378766
92,68401.68061318228,29.40327455701513
93,59764.5401562564,25.690502561042045
94,84887.68806290584,36.489861967211446
95,65472.01989496846,28.14392305242817
96,89279.01260235567,38.377464190190544
97,49514.964101057936,21.28469078280538
98,63530.57662137187,27.309256064763705
99,77129.38292936925,33.154889646615125
100,81332.38714399998,34.96151676691467
101,86948.56514729832,37.37555378190244
102,77104.78937463828,33.144425491423384
103,77597.26646150621,33.35610484434895
104,77893.44349779523,33.48322947362815
105,67825.92993258529,29.155712202200633
106,45067.69170132578,19.37292677040203
107,64323.03153613597,27.65002378369571
108,82905.63604685041,35.63782261399426
109,86241.13754594959,37.07165568829977
110,75018.33420261786,32.2474291139936
111,57150.578427957436,24.56688549417541
112,69429.02858695234,29.84478833973978
113,85127.5168689409,36.59286237050825
114,92254.77929105127,39.65664104269021
115,80344.50199861414,34.53693670233074
116,89835.22821576541,38.616426355761284
117,88309.21718192434,37.960444168169545
118,55188.69140337671,23.723501031077017
119,73045.25461822847,31.399313036455432
120,74835.57250616064,32.168913393590444
121,58754.5546619256,25.256381949665712
122,95781.11576961745,41.172403947019276
123,71352.16930881549,30.671387179570686
124,66338.9955209877,28.51651267065672
125,94879.1669883037,40.78476562327991
126,121760.18784552242,52.33983017515453
127,91123.80650009391,39.17026966878225
128,103185.26010925288,44.35519545368658
129,100801.62055184256,43.3304952251319
130,88679.62719284507,38.1197075092245
131,67460.22018662054,28.998395421879177
132,77496.82682258,33.31290674244394
133,85671.49803189785,36.82676099115926
134,88809.97333850054,38.175665084786075
135,79329.14850194284,34.10040032467473
136,98981.17763476964,42.54801973697604
137,91656.79065943767,39.39940689582277
138,63254.31491961116,27.190409880158086
139,81051.2254469945,34.84071634857738
140,83622.09857024079,35.945939973117305
141,86283.84538690031,37.08999545154714
142,80543.71030282049,34.6225776854993
143,76661.30162460997,32.95366162813194
144,87470.00775289354,37.599821225080284
145,104448.81222507247,44.898389612220804
146,92603.11456244202,39.80632316280236
147,82540.59554977654,35.480948791788315
148,86500.72202660871,37.183305324975116
149,86311.55523586803,37.10192548194219
150,73950.17533945423,31.788329851340652
151,85575.5616830222,36.78560018096342
152,96797.08817482834,41.609178133815085
153,58546.53441570692,25.166777555115296
154,75134.94662106464,32.29766838355891
155,103254.97366359923,44.385079826185056
156,79234.18042553197,34.05950250641136
157,84491.42179816446,36.319464737263026
158,100211.60214185964,43.07701110731658
159,90299.88039204931,38.816520354660994
160,87118.8834875882,37.44885961649847
161,58428.792237190275,25.116336043346188
162,84025.88871156998,36.11944710387716
163,46661.43285782284,20.058070126595624
164,63633.656809732085,27.353813028844414
165,74315.90873652244,31.945456665326496
166,80555.67261398173,34.6278832403379
167,83256.7247728594,35.7888499729012
168,103141.90276848212,44.33675331517865
