,CO2,Fuel
0,2624.722222222222,1.1283318358790055
1,2995.765938597688,1.287813949714469
2,3655.9332315441243,1.5715746576853664
3,8512.99645365871,3.659459387804282
4,11899.737696579301,5.115321486000928
5,16321.416454692106,7.015935248771041
6,20572.05059250228,8.843132058226319
7,16940.47709325007,7.282082306068928
8,19758.13811901897,8.493255252756455
9,19939.608065770804,8.571264760931953
10,11161.017755054232,4.797756263357919
11,22230.278565697954,9.555939735732483
12,15572.710024511394,6.694245583084517
13,11960.400588727833,5.1413481630461515
14,12407.32678194678,5.333482240796046
15,23632.696942241215,10.158844389936451
16,31401.584719138446,13.498399654687088
17,25673.985385929853,11.03626774540421
18,14490.698399933986,6.229116095493875
19,20503.899708602232,8.813932746455222
20,20002.0155754682,8.598152666714348
21,33586.53521776472,14.437562528551249
22,36189.37008301173,15.556399071557474
23,22093.210177956713,9.4971934486319
24,30211.222386789952,12.986612370449865
25,23200.79826832098,9.97317506698653
26,35106.99933864527,15.091270666969036
27,23997.261746938126,10.315637516386431
28,19197.08625037531,8.252216194208431
29,33588.65768558365,14.43856195460251
30,16203.406770155285,6.965355905063074
31,51529.19202194339,22.15042830388652
32,26698.923956520593,11.476955959321808
33,34625.282486782555,14.8842391153571
34,43980.88688565241,18.905623707419128
35,57006.348933888694,24.504741041680788
36,44807.439672060216,19.260834917367255
37,36495.45282378584,15.68813860115942
38,58918.966298917076,25.326965506238892
39,47870.087649566725,20.577454824143917
40,44748.10115561424,19.235626501507074
41,51059.158451042436,21.948485185008604
42,33340.72666145092,14.332010091700987
43,32375.966097604396,13.9171571700549
44,58382.82109635988,25.09645142151096
45,39702.22869338069,17.06649509190984
46,44582.70579119632,19.164400667083136
47,62376.31102492957,26.8131962377661
48,54589.11706562479,23.46580661701739
49,58858.973087440405,25.301171150518
50,63276.76883344397,27.200125339768647
51,70473.21639432338,30.29359234471119
52,64181.74288454295,27.589105860439965
53,52516.18591817732,22.574644795316296
54,55564.29844638478,23.884931937345932
55,52284.19941850102,22.475024318647648
56,50635.63407732906,21.766262247465935
57,61689.220379613034,26.517754755064868
58,53614.251369288126,23.046734641159112
59,61101.51162973207,26.265253302075294
60,47660.164220097344,20.487280209528898
61,56259.60336193607,24.183814718967447
62,48764.59090656367,20.962132074775955
63,52422.235427332766,22.534394899946758
64,53215.49026084866,22.875245254044692
65,59929.60003370622,25.761334586116284
66,67759.21315728265,29.127024241450215
67,77033.9380374312,33.113827820588476
68,61313.102175288135,26.355956750163227
69,70583.06329027083,30.34079161844409
70,77896.5547797915,33.48455493086577
71,79429.55576699211,34.143470168055586
72,95219.23735900683,40.93097619994613
73,76701.13503555968,32.970651121322675
74,82408.11401031577,35.42393005290391
75,63723.55686108804,27.39232469595885
76,81343.28569223722,34.96622205098033
77,58143.785943916446,24.99379077920728
78,46818.27233368607,20.125392338652148
79,53383.34318148554,22.94749675549043
80,62768.83125079567,26.982069253179773
81,55928.2484068632,24.041396393902797
82,66177.9048421297,28.44727441102108
83,50147.229697959076,21.55640936998097
84,18424.916164321592,7.920198075454965
85,71688.53231480588,30.816143177152576
86,71483.6262908476,30.727863053916188
87,100217.36440107334,43.079330345674755
88,75100.71725457656,32.28274083018123
89,73383.99342509282,31.54480985733841
90,63772.34892854543,27.41322145250778
91,90496.44815223326,38.900786274784366
92,99698.93674990092,42.856492031166084
93,73884.2536233541,31.75991146909914
94,84038.62248790322,36.124791404676664
95,85904.79605259481,36.92682711487292
96,90213.26705662227,38.77897159754177
97,67540.6587718722,29.03297799920184
98,86236.86876056546,37.069940919429044
99,72105.83011228548,30.995467027347217
100,74561.84051209367,32.05112092650059
101,98469.91249735109,42.32824036401707
102,82014.9617891691,35.25487559117549
103,86278.95548553116,37.087607492087194
104,82508.76442074461,35.467277982803324
105,60424.71015313617,25.974102633371643
106,78278.36531920674,33.64875844495507
107,73460.80736900526,31.57788881617946
108,88996.94178497282,38.25616302054684
109,93269.4872019534,40.09265282995711
110,75640.53246855811,32.514866480962894
111,82912.82029184315,35.64082512628936
112,81994.49682805664,35.24597545228646
113,78178.05949560837,33.60573095951327
114,72346.8663871564,31.098951376248056
115,78492.52236395235,33.74069851854975
116,80079.22783265712,34.42290400129222
117,51675.025995918724,22.213145157092296
118,79485.88450435792,34.167875801869684
119,80836.94932102578,34.74863405864796
120,75326.95023961102,32.38000190931251
121,80276.2087099854,34.50752677333788
122,83989.3905795796,36.10384613124132
123,86594.53737197975,37.22357957508828
124,79423.27443889162,34.140840931424925
125,101540.74041710279,43.64817556690473
126,118140.74332726437,50.783928294463145
127,80128.90127693073,34.44418858781954
128,75963.92710533361,32.65390788891631
129,107389.70824925345,46.16253024076476
130,85792.18267832992,36.878645156393674
131,81171.51400622501,34.892496827680006
132,104744.40759515698,45.025259022698236
133,86460.24088183144,37.16589198499312
134,87050.61343860354,37.41967817572775
135,82928.18735617785,35.64744385562687
136,94462.86753790587,40.605761050855676
137,80306.9324740344,34.52077219241341
138,71381.49341837023,30.684063654805154
139,59745.93047415962,25.68251240386092
140,103796.6123237489,44.618032848051904
141,75366.321213984,32.39698479693282
142,68076.38865694308,29.263402756826512
143,73128.10863978011,31.43493717386236
144,93108.2736672327,40.02365345007731
145,84895.57288557406,36.4933539060421
146,102918.18863760334,44.24039108183297
147,108084.13437453924,46.46098263826344
148,116679.71142585858,50.15566539978277
149,91209.32542543412,39.20714060705334
150,108448.5460310679,46.617614717483605
151,87704.0081502035,37.7004304675145
152,68375.14822144844,29.391706075531136
153,79646.17392056769,34.23675549761935
154,79503.69547715814,34.175479978815765
155,87760.19569596184,37.72479638344206
156,88627.92287741395,38.097614945480096
157,64414.50155837187,27.68923675410406
158,100869.11239260138,43.359653107333465
159,65177.188436010314,28.017029307838097
160,76072.92579329018,32.7006202008859
161,82414.21123110072,35.42658585562627
162,96071.79205477901,41.29750678462033
163,103933.50440721714,44.67686878322761
164,94364.73306982132,40.563648771896325
165,91291.1730547533,39.24241246287566
166,105759.91735118076,45.46210379773814
167,99165.6643366618,42.62729329419371
168,93015.34212909473,39.983582165721636
