interval_begin,interval_end,interval_id,edge_CO2_abs,edge_CO2_normed,edge_CO2_perVeh,edge_CO_abs,edge_CO_normed,edge_CO_perVeh,edge_HC_abs,edge_HC_normed,edge_HC_perVeh,edge_NOx_abs,edge_NOx_normed,edge_NOx_perVeh,edge_PMx_abs,edge_PMx_normed,edge_PMx_perVeh,edge_electricity_abs,edge_electricity_normed,edge_electricity_perVeh,edge_fuel_abs,edge_fuel_normed,edge_fuel_perVeh,edge_id,edge_sampledSeconds,edge_traveltime
952.00,953.00,em1,19655.298736,71502.703567,84892.793402,95.498647,347.408174,412.466227,4.363847,15.874949,18.847802,35.716603,129.931052,154.262838,1.430176,5.202742,6.177043,0,0,0,7.836272,28.507053,33.845481,4to5,18.00,77.74
953.00,954.00,em1,1544.137806,55588961.005859,62.842551,21.723089,782031.214352,0.884075,0.547323,19703.617587,0.022275,3.194608,115005.903874,0.130013,0.180284,6490.213201,0.007337,0,0,0,0.615624,22162.451517,0.025054,-1to0,0.54,0.02
953.00,954.00,em1,20025.170087,73101.607547,190895.905836,153.522232,560.430793,1463.496461,5.003966,18.266907,47.701794,38.470111,140.434611,366.727807,1.769702,6.460272,16.870210,0,0,0,7.983732,29.144505,76.107311,0to1,8.00,76.26
953.00,954.00,em1,44279.866863,161643.044006,177884.491249,343.260573,1253.067994,1378.972810,11.191964,40.856109,44.961218,84.813183,309.609356,340.718051,3.815090,13.926935,15.326275,0,0,0,17.653712,64.444634,70.919853,0to2,19.33,77.66
953.00,954.00,em1,3231.174988,14653.854820,191894.299165,21.044958,95.441989,1249.826325,0.772386,3.502886,45.870793,6.026123,27.329358,357.881807,0.241346,1.094538,14.333124,0,0,0,1.288221,5.842271,76.505367,1to3,1.00,59.39
953.00,954.00,em1,25616.492706,116174.570094,76658.906587,102.918313,466.749720,307.989289,5.422596,24.592273,16.227448,45.891730,208.125758,137.333781,1.829358,8.296407,5.474464,0,0,0,10.212911,46.317059,30.562756,2to4,20.71,61.97
953.00,954.00,em1,16684.917118,60696.949905,139648.212168,103.930635,378.082344,869.871113,4.009955,14.587547,33.562227,30.970925,112.667066,259.218203,1.355794,4.932153,11.347628,0,0,0,6.652024,24.198956,55.675629,3to5,10.00,83.70
953.00,954.00,em1,24037.014771,87442.656807,103716.555302,97.642716,355.207941,421.315470,5.153615,18.747993,22.237170,43.106472,156.814167,185.998754,1.695569,6.168197,7.316156,0,0,0,9.583197,34.862075,41.350234,4to5,18.00,77.67
953.00,954.00,em1,393.244788,14156812.380720,57.182006,5.455913,196412.850501,0.793348,0.134367,4837.214305,0.019538,0.819445,29500.013943,0.119156,0.046089,1659.209162,0.006702,0,0,0,0.156781,5644.100526,0.022798,5to-5,0.12,0.02
954.00,955.00,em1,8652.895889,31587.277245,83291.356477,44.112624,161.032528,424.620887,1.940039,7.082086,18.674497,15.816122,57.736534,152.243393,0.637427,2.326917,6.135765,0,0,0,3.449780,12.593373,33.207012,0to1,8.00,77.01
954.00,955.00,em1,33346.313547,121730.258242,130779.516645,226.825435,828.023128,889.577217,8.094275,29.548039,31.744599,63.064145,230.214791,247.328639,2.874042,10.491651,11.271585,0,0,0,13.294671,48.532015,52.139818,0to2,20.00,78.44
954.00,955.00,em1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1to3,1.00,59.47
954.00,955.00,em1,20835.147790,94490.466169,64868.925569,118.765047,538.616995,369.767524,4.797617,21.757899,14.937079,38.448054,174.367592,119.705604,1.579554,7.163510,4.917842,0,0,0,8.306660,37.671927,25.862264,2to4,20.00,62.27
954.00,955.00,em1,15034.069843,54691.442437,130848.572621,95.561192,347.635702,831.713946,3.572036,12.994473,31.089110,28.060620,102.079864,244.224761,1.208905,4.397796,10.521670,0,0,0,5.993857,21.804652,52.167350,3to5,9.00,78.33
954.00,955.00,em1,34393.858163,125119.128321,140510.610639,141.244742,513.824848,577.032818,7.348859,26.733925,30.022589,61.767266,224.699028,252.340294,2.448338,8.906646,10.002294,0,0,0,13.712315,49.883120,56.019473,4to5,18.84,76.95
955.00,956.00,em1,1751.081294,63038926.573612,82.444497,24.300185,874806.651242,1.144103,0.695261,25029.408562,0.032734,3.446899,124088.378452,0.162287,0.185935,6693.642546,0.008754,0,0,0,0.698129,25132.635282,0.032869,-1to0,1.00,0.05
955.00,956.00,em1,12893.051543,47065.907050,123984.040396,46.119108,168.357169,443.497287,2.664356,9.726194,25.621367,22.868650,83.481692,219.912844,0.884370,3.228381,8.504410,0,0,0,5.140267,18.764472,49.430580,0to1,8.00,76.93
955.00,956.00,em1,24989.132917,91222.485474,98267.208556,168.366258,614.618704,662.083083,6.111818,22.311108,24.034100,46.751999,170.667530,183.847454,1.937600,7.073181,7.619412,0,0,0,9.962789,36.369026,39.177650,0to2,20.00,78.65
955.00,956.00,em1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1to3,1.00,64.18
955.00,956.00,em1,29622.776834,134343.659113,91868.761057,165.247546,749.421977,512.480224,6.812805,30.897076,21.128471,54.493114,247.134306,168.998839,2.204161,9.996195,6.835738,0,0,0,11.810155,53.560794,36.626692,2to4,20.00,62.03
955.00,956.00,em1,7814.961590,28429.528822,71513.458516,28.944100,105.293815,264.862810,1.646518,5.989758,15.067020,13.888952,50.525694,127.095567,0.533107,1.939355,4.878378,0,0,0,3.115708,11.334426,28.511342,3to5,9.00,82.36
955.00,956.00,em1,17989.857983,65444.107455,73543.419920,60.459059,219.939987,247.159591,3.719597,13.531274,15.205894,31.842275,115.836895,130.172780,1.218213,4.431658,4.980116,0,0,0,7.172287,26.091585,29.320660,4to5,19.00,77.67
956.00,957.00,em1,1521.640209,54779047.509125,52.907324,16.896562,608276.237140,0.587492,0.540119,19444.276741,0.018780,2.878860,103638.943579,0.100098,0.136882,4927.757824,0.004759,0,0,0,0.606654,21839.551904,0.021093,-1to0,0.81,0.03
956.00,957.00,em1,13444.976751,49080.702417,129142.934329,96.896745,353.720232,930.721576,3.310803,12.086042,31.801235,25.410650,92.761228,244.076727,1.058638,3.864545,10.168531,0,0,0,5.360309,19.567735,51.487339,0to1,8.00,76.84
956.00,957.00,em1,30672.730982,111970.381917,124434.353215,191.114354,697.660315,775.320300,7.273918,26.553337,29.509119,57.378029,209.457706,232.773468,2.530695,9.238268,10.266625,0,0,0,12.228755,44.640900,49.610097,0to2,19.31,78.34
956.00,957.00,em1,1969.786207,8933.270781,126277.607239,0,0,0,0.318479,1.444348,20.416798,3.239227,14.690372,207.657982,0.121567,0.551323,7.793313,0,0,0,0.785324,3.561562,50.345002,1to3,1.00,64.11
956.00,957.00,em1,20264.784802,91903.785952,64557.395372,95.470611,432.973294,304.140116,4.475678,20.297861,14.258140,36.612075,166.041158,116.634854,1.428394,6.477979,4.550427,0,0,0,8.079265,36.640658,25.738063,2to4,19.70,62.75
956.00,957.00,em1,13325.357238,48475.430536,126006.449799,52.480254,190.914424,496.260652,2.832534,10.304285,26.784835,23.892865,86.918266,225.934292,0.944870,3.437282,8.934828,0,0,0,5.312620,19.326427,50.236882,3to5,9.00,85.11
956.00,957.00,em1,23526.157508,85584.243156,96309.954029,87.246174,317.387051,357.163084,4.948927,18.003372,20.259617,41.929678,152.533185,171.649167,1.635608,5.950069,6.695752,0,0,0,9.379526,34.121154,38.397334,4to5,19.12,78.26
957.00,958.00,em1,7174.828440,26191.612385,76409.760605,15.727682,57.413685,167.495069,1.415293,5.166506,15.072439,12.427349,45.365866,132.347522,0.457566,1.670338,4.872939,0,0,0,2.860497,10.442203,30.463427,0to1,7.42,78.98
957.00,958.00,em1,36983.848613,135009.029891,147002.040532,306.716021,1119.662610,1219.123554,9.621783,35.124185,38.244308,71.429622,260.752851,283.915833,3.282522,11.982801,13.047247,0,0,0,14.744899,53.826051,58.607482,0to2,20.00,79.50
957.00,958.00,em1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1to3,1.33,64.68
957.00,958.00,em1,42633.697696,193350.102930,131165.370819,251.884982,1142.335518,774.940688,9.962928,45.183348,30.651603,78.799726,357.368371,242.432531,3.177382,14.409897,9.775425,0,0,0,16.997413,77.085773,52.293657,2to4,20.00,61.53
957.00,958.00,em1,14007.633102,50957.436507,134432.282076,65.524997,238.369028,628.848204,3.077098,11.193970,29.531134,25.390614,92.366825,243.675583,1.006813,3.662617,9.662457,0,0,0,5.584633,20.315965,53.596133,3to5,9.00,86.37
957.00,958.00,em1,28135.630261,102352.737409,113440.436133,173.120194,629.782436,698.005700,6.651735,24.197904,26.819222,52.219639,189.966351,210.545084,2.124140,7.727266,8.564348,0,0,0,11.217252,40.806493,45.226991,4to5,19.11,77.05
957.00,958.00,em1,995.910562,35852780.242274,19.527658,3.150721,113425.969534,0.061779,0.202380,7285.688677,0.003968,1.757837,63282.119595,0.034467,0.065120,2344.327647,0.001277,0,0,0,0.397055,14293.968286,0.007785,5to-5,0.38,7.485677e-003
958.00,959.00,em1,2241.848471,80706544.939759,89.559549,34.765923,1251573.219758,1.388863,0.875544,31519.573473,0.034977,4.667022,168012.798236,0.186443,0.278277,10017.985525,0.011117,0,0,0,0.893790,32176.438269,0.035706,-1to0,1.00,0.04
958.00,959.00,em1,14793.830960,54004.676128,163543.816448,88.561878,323.293915,979.039676,3.440913,12.561007,38.038835,27.394416,100.002938,302.841594,1.152103,4.205738,12.736350,0,0,0,5.898077,21.530850,65.202454,0to1,7.00,77.38
958.00,959.00,em1,28540.613752,104187.117340,113248.128884,118.617623,433.012000,470.670463,6.196928,22.621800,24.589187,51.231891,187.021313,203.286302,2.070107,7.556899,8.214112,0,0,0,11.378713,41.537837,45.150326,0to2,20.00,79.36
958.00,959.00,em1,2883.010265,13074.876483,91807.019746,14.897199,67.560992,474.388677,0.657975,2.984015,20.952665,5.243290,23.779092,166.968121,0.202517,0.918445,6.448989,0,0,0,1.149413,5.212756,36.602075,1to3,2.00,63.69
958.00,959.00,em1,19928.589954,90379.092763,62582.148741,97.196247,440.799306,305.227314,4.445587,20.161392,13.960565,36.165788,164.017177,113.572144,1.404561,6.369892,4.410772,0,0,0,7.945229,36.032786,24.950562,2to4,19.97,62.72
958.00,959.00,em1,5534.641757,20134.105019,53660.107069,25.538120,92.903429,247.600176,1.211900,4.408690,11.749755,10.021700,36.457276,97.163562,0.400683,1.457619,3.884752,0,0,0,2.206579,8.027165,21.393479,3to5,9.00,87.26
958.00,959.00,em1,15441.098934,56172.146486,63746.491970,51.178108,186.177433,211.281908,3.197935,11.633555,13.202243,27.320552,99.387620,112.789211,1.039656,3.782094,4.292078,0,0,0,6.156135,22.394993,25.414771,4to5,19.00,78.44
959.00,960.00,em1,1567.369566,56425304.382670,62.774962,21.974726,791090.150097,0.880113,0.555986,20015.497981,0.022268,3.237238,116540.566423,0.129655,0.182198,6559.124003,0.007297,0,0,0,0.624886,22495.888558,0.025027,-1to0,0.56,0.02
959.00,960.00,em1,17861.215317,65202.120469,191342.823602,101.480830,370.454371,1087.139267,4.100192,14.967693,43.924350,32.921288,120.178710,352.677697,1.343750,4.905340,14.395263,0,0,0,7.120998,25.995105,76.285505,0to1,7.00,74.99
959.00,960.00,em1,37253.337137,135992.794033,145362.906986,247.882330,904.891029,967.239415,9.016029,32.912889,35.180638,70.079131,255.822904,273.449496,3.111063,11.356894,12.139401,0,0,0,14.852342,54.218271,57.953993,0to2,20.31,79.27
959.00,960.00,em1,2395.560999,10864.222219,76444.681707,5.454533,24.737109,174.059438,0.476752,2.162139,15.213611,4.149814,18.820018,132.424603,0.151892,0.688851,4.847013,0,0,0,0.955074,4.331402,30.477348,1to3,2.00,63.82
959.00,960.00,em1,43761.308131,198463.982455,141320.427515,279.538993,1267.750536,902.728271,10.402573,47.177201,33.593512,81.668252,370.377561,263.735085,3.396822,15.405089,10.969516,0,0,0,17.446974,79.124598,56.342324,2to4,19.00,61.36
959.00,960.00,em1,9462.030116,34421.289831,91873.439193,60.229709,219.105651,584.812185,2.244628,8.165582,21.794653,17.655930,64.229334,171.433723,0.728348,2.649610,7.072041,0,0,0,3.772369,13.723250,36.628556,3to5,9.00,87.39
959.00,960.00,em1,38648.001145,140594.992040,153038.141616,223.582747,813.356798,885.341726,8.938653,32.517332,35.395230,71.343861,259.537087,282.507029,2.934831,10.676427,11.621328,0,0,0,15.408376,56.053106,61.014002,4to5,19.53,77.35
960.00,961.00,em1,4218.240481,15398.628766,48559.346077,0,0,0,0.697206,2.545141,8.026063,7.055359,25.755492,81.219559,0.263771,0.962893,3.036469,0,0,0,1.681750,6.139205,19.359892,0to1,6.85,78.82
960.00,961.00,em1,34391.153408,125544.431760,131153.308214,249.345380,910.231875,950.897782,8.610099,31.431049,32.835276,65.049582,237.462603,248.071583,2.845333,10.386851,10.850898,0,0,0,13.711232,50.052662,52.288836,0to2,21.00,80.09
960.00,961.00,em1,7197.124801,32640.021772,215864.711723,58.595143,265.737611,1757.455105,1.844577,8.365431,55.324757,13.808853,62.625184,414.171518,0.588716,2.669915,17.657478,0,0,0,2.869385,13.013083,86.061994,1to3,2.00,59.99
960.00,961.00,em1,17229.437913,78138.040420,56330.965977,49.827212,225.973750,162.908099,3.410311,15.466264,11.149878,30.299665,137.413445,99.063555,1.193848,5.414278,3.903240,0,0,0,6.869120,31.152469,22.458315,2to4,19.00,62.12
960.00,961.00,em1,17628.647952,64130.085517,169606.732765,95.666186,348.017653,920.412575,4.017788,14.616043,38.655482,32.294118,117.480624,310.704478,1.286254,4.679177,12.375158,0,0,0,7.028277,25.567700,67.619653,3to5,9.00,86.59
960.00,961.00,em1,23238.325028,84537.156527,90148.902091,166.706343,606.449916,646.707274,5.717338,20.798725,22.179386,43.955011,159.901011,170.515560,1.860888,6.769599,7.218979,0,0,0,9.264769,33.703688,35.941006,4to5,20.00,77.59
961.00,962.00,em1,1754.832027,63173952.979639,82.493907,24.377655,877595.566871,1.145983,0.696613,25078.085274,0.032748,3.456110,124419.964441,0.162470,0.186613,6718.065802,0.008773,0,0,0,0.699624,25186.468198,0.032889,-1to0,1.00,0.05
961.00,962.00,em1,14587.052175,53249.833021,187336.282527,77.402940,282.558365,994.058211,3.329058,12.152681,42.753901,26.660598,97.324144,342.392498,1.052312,3.841452,13.514471,0,0,0,5.815638,21.229907,74.688155,0to1,6.00,77.06
961.00,962.00,em1,31762.377632,115948.122001,120115.331578,283.838654,1036.149096,1073.388599,8.425023,30.755432,31.860791,62.262826,227.289588,235.458443,2.993813,10.928874,11.321661,0,0,0,12.663177,46.226753,47.888157,0to2,21.00,79.42
961.00,962.00,em1,4957.741600,22484.088888,105776.889542,17.468225,79.220975,372.696813,1.035318,4.695320,22.089236,8.804655,39.930410,187.853491,0.335787,1.522841,7.164241,0,0,0,1.976577,8.964069,42.171661,1to3,2.90,61.77
961.00,962.00,em1,24590.477070,111521.437958,80491.432035,151.943701,689.087081,497.353755,5.790464,26.260608,18.953790,45.754489,207.503353,149.767097,1.903792,8.633978,6.231638,0,0,0,9.803853,44.461917,32.090721,2to4,19.00,62.19
961.00,962.00,em1,11163.393693,40610.567194,109616.154011,51.125457,185.985898,502.013644,2.456223,8.935332,24.118272,20.174096,73.390000,198.094489,0.786290,2.860391,7.720774,0,0,0,4.450677,16.190823,43.702314,3to5,9.00,88.37
961.00,962.00,em1,26005.389547,94603.276444,105710.839985,140.831374,512.321086,572.473749,5.933760,21.586032,24.120492,47.725418,173.617124,194.001864,1.955900,7.115240,7.950655,0,0,0,10.367957,37.716901,42.145320,4to5,19.07,77.51
961.00,962.00,em1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5to-5,0.41,7.976818e-003
962.00,963.00,em1,1672.357183,60204858.597553,58.214023,21.061506,758214.208738,0.733142,0.595913,21452.855869,0.020743,3.305648,119003.340371,0.115068,0.171691,6180.879425,0.005976,0,0,0,0.666743,24002.737899,0.023209,-1to0,0.75,0.03
962.00,963.00,em1,6453.987234,23560.191491,83870.694070,45.183089,164.940244,587.162152,1.577406,5.758299,20.498666,12.199877,44.535484,158.539542,0.528442,1.929071,6.867201,0,0,0,2.573107,9.393092,33.437979,0to1,6.00,77.97
962.00,963.00,em1,47585.883251,173711.611287,175292.897342,329.321249,1202.182682,1213.126076,11.600578,42.347749,42.733238,90.012203,328.588309,331.579428,3.991905,14.572395,14.705047,0,0,0,18.971772,69.256194,69.886629,0to2,21.10,77.73
962.00,963.00,em1,5974.545344,27095.443735,119853.273073,32.501018,147.396906,651.991595,1.365845,6.194310,27.399746,10.937156,49.601613,219.406471,0.425395,1.929230,8.533707,0,0,0,2.381961,10.802546,47.783698,1to3,3.00,60.18
962.00,963.00,em1,24570.914462,111432.718650,80712.635512,64.581423,292.886270,212.142565,4.893329,22.191967,16.074024,42.973416,194.890775,141.162742,1.628339,7.384760,5.348908,0,0,0,9.796056,44.426558,32.178920,2to4,19.00,62.41
962.00,963.00,em1,8835.931591,32143.647663,90020.822112,37.888817,137.833207,386.012774,2.076690,7.554651,21.157397,15.575008,56.659286,158.678803,0.595810,2.167457,6.070134,0,0,0,3.522753,12.815188,35.889946,3to5,9.00,91.69
962.00,963.00,em1,25061.551101,91169.749356,102593.040416,71.702217,260.840724,293.523270,5.063340,18.419588,20.727507,44.035220,160.192798,180.264466,1.668966,6.071422,6.832152,0,0,0,9.991665,36.348015,40.902310,4to5,19.00,77.78
963.00,964.00,em1,6449.479336,23543.735471,84203.593712,43.036841,157.105394,561.883596,1.560986,5.698358,20.380038,12.053854,44.002427,157.373603,0.487784,1.780650,6.368451,0,0,0,2.571310,9.386532,33.570702,0to1,6.00,78.34
963.00,964.00,em1,40446.597093,147649.745516,146549.979686,309.644467,1130.352863,1121.933455,10.184224,37.177371,36.900456,77.575869,283.189641,281.080309,3.605946,13.163457,13.065410,0,0,0,16.125446,58.865718,58.427258,0to2,21.62,78.35
963.00,964.00,em1,2091.267322,9484.205543,43261.636287,0,0,0,0.337289,1.529655,6.977432,3.490430,15.829613,72.205833,0.131606,0.596851,2.722499,0,0,0,0.833757,3.781213,17.247775,1to3,3.00,62.06
963.00,964.00,em1,29132.484437,132120.110824,99055.058843,187.639107,850.971006,638.002667,6.956325,31.547959,23.652606,54.374654,246.597072,184.882432,2.236876,10.144561,7.605732,0,0,0,11.614682,52.674296,39.491758,2to4,18.22,61.96
963.00,964.00,em1,19167.039876,69726.499145,192570.462084,112.772887,410.248983,1133.024563,4.590446,16.699277,46.120018,35.256991,128.259061,354.225539,1.466133,5.333547,14.730177,0,0,0,7.641609,27.798902,76.774936,3to5,9.00,90.42
963.00,964.00,em1,33514.521545,121920.248144,133571.511602,187.922283,683.629970,748.960815,7.701928,28.018332,30.695893,61.628666,224.194825,245.619921,2.485859,9.043140,9.907345,0,0,0,13.361735,48.607768,53.252951,4to5,19.31,76.95
963.00,964.00,em1,238.038655,8569391.595073,66.050201,3.190705,114865.364540,0.885346,0.087824,3161.651127,0.024369,0.475705,17125.375094,0.131997,0.025592,921.306631,0.007101,0,0,0,0.094902,3416.482657,0.026333,5to-5,0.11,0.03
964.00,965.00,em1,1317.166954,47418010.338497,78.192865,15.718845,565878.428811,0.933140,0.542860,19542.977563,0.032227,2.397918,86325.035465,0.142351,0.111297,4006.701231,0.006607,0,0,0,0.525134,18904.820278,0.031174,-1to0,1.00,0.06
964.00,965.00,em1,11483.163639,41919.130679,147011.607518,103.863449,379.152089,1329.697377,3.046389,11.120802,39.000974,22.410224,81.808213,286.903777,0.999056,3.647042,12.790281,0,0,0,4.578163,16.712522,58.611298,0to1,6.00,76.81
964.00,965.00,em1,29690.074483,108383.207902,111582.415997,140.202797,511.808377,526.915713,6.573439,23.996250,24.704561,53.944305,196.922942,202.735627,2.238909,8.173107,8.414357,0,0,0,11.836986,43.210756,44.486232,0to2,21.00,78.92
964.00,965.00,em1,2292.593900,10397.251247,48477.812280,2.679462,12.151754,56.658288,0.420515,1.907099,8.891964,3.917309,17.765574,82.833061,0.143555,0.651041,3.035520,0,0,0,0.914023,4.145229,19.327382,1to3,3.00,63.44
964.00,965.00,em1,25085.443916,113766.185561,82392.429891,119.764448,543.149423,393.362936,5.549813,25.169221,18.228204,45.463662,206.184410,149.324111,1.805145,8.186600,5.928949,0,0,0,10.001189,45.356868,32.848623,2to4,18.95,62.24
964.00,965.00,em1,6238.023826,22692.891850,66059.237795,15.362993,55.888010,162.690562,1.350476,4.912807,14.301232,10.646984,38.731954,112.749110,0.384537,1.398882,4.072159,0,0,0,2.487006,9.047313,26.336821,3to5,8.00,84.72
964.00,965.00,em1,15420.964595,56098.901114,60375.361959,55.867026,203.234939,218.727689,3.218060,11.706765,12.599180,27.340515,99.460240,107.042168,1.053331,3.831843,4.123947,0,0,0,6.148107,22.365790,24.070751,4to5,20.00,78.30
965.00,966.00,em1,2045.560847,73640190.505048,61.697098,26.275295,945910.610168,0.792501,0.743890,26780.034885,0.022437,4.042234,145520.406443,0.121920,0.211526,7614.927810,0.006380,0,0,0,0.815533,29359.194734,0.024598,-1to0,0.96,0.03
965.00,966.00,em1,6598.225295,24086.730545,85422.042985,5.758848,21.022595,74.555284,1.185316,4.326980,15.345355,11.170226,40.776757,144.612149,0.411169,1.500968,5.323086,0,0,0,2.630614,9.603020,34.056495,0to1,6.00,77.68
965.00,966.00,em1,26005.537337,94932.855809,97555.653501,152.060970,555.096475,570.432638,6.108575,22.299270,22.915352,48.023700,175.309857,180.153304,2.013831,7.351462,7.554568,0,0,0,10.368015,37.848295,38.893965,0to2,21.00,78.78
965.00,966.00,em1,2323.223258,10536.159899,49676.784941,3.959673,17.957701,84.668499,0.447090,2.027619,9.559993,3.989999,18.095233,85.316946,0.145602,0.660329,3.113374,0,0,0,0.926234,4.200609,19.805390,1to3,3.00,64.15
965.00,966.00,em1,40708.736269,184620.119136,131228.768523,172.803590,783.689750,557.050018,8.754008,39.700716,28.219438,73.091107,331.478945,235.616649,2.841473,12.886499,9.159778,0,0,0,16.229962,73.605272,52.318941,2to4,19.00,61.25
965.00,966.00,em1,17584.501000,63969.486258,183318.808311,119.499825,434.720461,1245.788290,4.318379,15.709545,45.019200,33.130010,120.521459,345.381079,1.497070,5.446090,15.606983,0,0,0,7.010674,25.503665,73.086432,3to5,7.95,82.92
965.00,966.00,em1,29283.418966,106528.201573,114221.061619,124.076445,451.369443,483.964774,6.275420,22.828932,24.477507,52.566503,191.228185,205.037596,2.090539,7.605033,8.154226,0,0,0,11.674859,42.471194,45.538222,4to5,20.00,78.01
965.00,966.00,em1,677.945115,24406024.146921,60.021756,10.184511,366642.399561,0.901684,0.231101,8319.625852,0.020460,1.460349,52572.549202,0.129292,0.086655,3119.579801,0.007672,0,0,0,0.270286,9730.301949,0.023930,5to-5,0.16,0.01
966.00,967.00,em1,6582.424951,24029.051609,85728.526478,7.669693,27.998108,99.888943,1.199573,4.379026,15.623065,11.154454,40.719180,145.273953,0.412742,1.506708,5.375487,0,0,0,2.624314,9.580024,34.178682,0to1,6.00,78.14
966.00,967.00,em1,38173.912082,139353.340190,144176.480503,289.684244,1057.488341,1094.088932,9.597546,35.035708,36.248324,73.036895,266.620179,275.848136,3.396264,12.398015,12.827121,0,0,0,15.219360,55.558066,57.480979,0to2,21.15,79.87
966.00,967.00,em1,9457.988750,42893.373015,192869.387724,61.308581,278.043451,1250.218075,2.269674,10.293307,46.283696,17.650612,80.048126,359.935159,0.725052,3.288219,14.785424,0,0,0,3.770757,17.100940,76.894114,1to3,3.00,61.18
966.00,967.00,em1,18376.559939,83340.407885,62584.960409,96.863157,439.288695,329.886381,4.138783,18.769990,14.095432,33.656545,152.637392,114.623931,1.366029,6.195144,4.652279,0,0,0,7.326458,33.226568,24.951683,2to4,18.36,62.53
966.00,967.00,em1,9665.232337,35160.505672,109836.464998,67.697872,246.273584,769.323974,2.347113,8.538407,26.672779,18.257949,66.419378,207.484777,0.790856,2.877002,8.987349,0,0,0,3.853382,14.017963,43.790141,3to5,7.00,79.55
966.00,967.00,em1,31915.855460,116104.567155,121587.467345,131.433183,478.132033,500.711250,6.815880,24.795038,25.965954,57.212109,208.128125,217.956729,2.259324,8.219046,8.607181,0,0,0,12.724373,46.289148,48.475098,4to5,20.49,78.08
967.00,968.00,em1,1669.784971,60112258.939687,81.406461,22.632737,814778.515372,1.103406,0.666076,23978.727500,0.032473,3.247779,116920.031100,0.158338,0.171352,6168.680351,0.008354,0,0,0,0.665717,23965.818679,0.032455,-1to0,1.00,0.05
967.00,968.00,em1,10996.703748,40143.315548,140784.628173,46.452665,169.574815,594.707413,2.377942,8.680645,30.443457,19.728704,72.019361,252.575524,0.749161,2.734802,9.591088,0,0,0,4.384221,16.004538,56.128719,0to1,6.00,76.81
967.00,968.00,em1,31200.074257,113895.441277,118194.785586,221.728396,809.416456,839.970445,7.743913,28.269048,29.336153,58.771488,214.544506,222.643169,2.523115,9.210596,9.558279,0,0,0,12.438997,45.408388,47.122471,0to2,21.00,79.55
967.00,968.00,em1,2845.260522,12903.675835,59106.244131,13.676604,62.025414,284.112010,0.634939,2.879542,13.189958,5.148344,23.348497,106.949521,0.196784,0.892444,4.087904,0,0,0,1.134363,5.144502,23.564771,1to3,3.00,62.32
967.00,968.00,em1,23233.204773,105366.008041,77008.904582,78.303133,355.116249,259.543982,4.825050,21.882315,15.993138,41.150079,186.621674,136.396272,1.569494,7.117886,5.202253,0,0,0,9.262731,42.007848,30.702296,2to4,19.00,62.98
967.00,968.00,em1,5802.216559,21107.497589,71502.160189,30.146586,109.668260,371.503890,1.321384,4.806976,16.283748,10.566871,38.440516,130.218181,0.409752,1.490611,5.049480,0,0,0,2.313256,8.415241,28.506834,3to5,7.00,86.26
967.00,968.00,em1,40088.977350,145837.023504,147414.872687,293.528500,1067.807801,1079.360695,9.939220,36.157227,36.548422,75.913804,276.161776,279.149643,3.208924,11.673530,11.799829,0,0,0,15.982869,58.143017,58.772081,4to5,21.00,77.22
968.00,969.00,em1,2239.231765,80612343.548159,75.936281,35.693861,1284979.012619,1.210442,0.816713,29401.680099,0.027696,4.840442,174255.919063,0.164148,0.298788,10756.366770,0.010132,0,0,0,0.892747,32138.882712,0.030275,-1to0,0.66,0.02
968.00,969.00,em1,5167.120156,18862.500950,66408.719694,16.987903,62.014108,218.331466,1.070526,3.907942,13.758589,9.120145,33.292963,117.213674,0.339182,1.238177,4.359220,0,0,0,2.060053,7.520196,26.476161,0to1,6.00,77.11
968.00,969.00,em1,46574.939140,170021.173735,173211.407376,318.076324,1161.133240,1182.920446,11.341730,41.402828,42.179700,87.653357,319.977372,325.981345,3.806524,13.895665,14.156399,0,0,0,18.568724,67.784872,69.056770,0to2,21.00,78.11
968.00,969.00,em1,8056.911902,36539.283001,162562.991766,30.781296,139.597713,621.069163,1.704785,7.731451,34.397167,14.366089,65.152333,289.862233,0.542457,2.460121,10.945060,0,0,0,3.212170,14.567665,64.811429,1to3,3.00,60.53
968.00,969.00,em1,37958.572469,172147.720948,124225.447760,165.916251,752.454652,542.987241,8.233491,37.340097,26.945406,68.386272,310.141825,223.804921,2.713981,12.308304,8.881933,0,0,0,15.133513,68.632711,49.526820,2to4,19.00,62.18
968.00,969.00,em1,9609.799749,34958.851148,122471.679906,89.410664,325.261106,1139.490364,2.601537,9.463958,33.155175,18.870683,68.648403,240.496611,0.942903,3.430123,12.016783,0,0,0,3.831280,13.937560,48.827588,3to5,6.91,88.09
968.00,969.00,em1,24732.321693,89972.067596,91863.540312,109.860889,399.655617,408.057533,5.395149,19.626654,20.039263,44.695752,162.595702,166.013933,1.779792,6.474585,6.610700,0,0,0,9.860405,35.870512,36.624614,4to5,21.00,78.00
