interval_begin,interval_end,interval_id,edge_CO2_abs,edge_CO2_normed,edge_CO2_perVeh,edge_CO_abs,edge_CO_normed,edge_CO_perVeh,edge_HC_abs,edge_HC_normed,edge_HC_perVeh,edge_NOx_abs,edge_NOx_normed,edge_NOx_perVeh,edge_PMx_abs,edge_PMx_normed,edge_PMx_perVeh,edge_electricity_abs,edge_electricity_normed,edge_electricity_perVeh,edge_fuel_abs,edge_fuel_normed,edge_fuel_perVeh,edge_id,edge_sampledSeconds,edge_traveltime
253.00,254.00,em1,1125.852607,40530693.854527,63.763991,18.139694,653028.989268,1.027363,0.386170,13902.104212,0.021871,2.493305,89758.979551,0.141211,0.154663,5567.872433,0.008760,0,0,0,0.448860,16158.957562,0.025422,5to-5,0.20,0.01
254.00,255.00,em1,2696.972134,97090996.808969,82.839528,42.466981,1528811.311027,1.304405,1.019496,36701.856744,0.031315,5.723702,206053.262002,0.175808,0.347956,12526.427259,0.010688,0,0,0,1.075241,38708.663545,0.033027,-1to0,1.00,0.03
254.00,255.00,em1,32887.809425,120056.495260,180381.317553,192.280934,701.918902,1054.612298,7.648502,27.920751,41.950100,60.688816,221.543687,332.862809,2.470648,9.019065,13.550877,0,0,0,13.111874,47.864715,71.915313,0to1,14.00,76.79
254.00,255.00,em1,20581.787966,75133.533444,120122.760596,177.040352,646.283366,1033.271544,5.415870,19.770558,31.608975,40.002579,146.028863,233.469523,1.871175,6.830698,10.920853,0,0,0,8.205646,29.954598,47.891119,0to2,13.69,79.89
254.00,255.00,em1,23108.537921,104800.625494,102343.153583,163.101766,739.690548,722.345530,5.665805,25.695261,25.092733,43.575603,197.621782,192.987745,1.820552,8.256472,8.062866,0,0,0,9.213025,41.782427,40.802670,1to3,14.00,62.00
254.00,255.00,em1,20371.135072,92386.100101,140292.544247,107.073410,485.593696,737.396372,4.634223,21.016885,31.915108,37.211600,168.760089,256.269961,1.469244,6.663236,10.118430,0,0,0,8.121665,36.832947,55.932526,2to4,9.00,61.98
254.00,255.00,em1,22679.187193,82503.106200,98780.545626,66.108031,240.490009,287.937454,4.586798,16.686006,19.978070,39.844274,144.946834,173.544101,1.496905,5.445490,6.519857,0,0,0,9.041853,32.892754,39.382326,3to5,18.00,78.40
254.00,255.00,em1,10193.430399,37082.002258,71642.824596,30.339941,110.371654,213.239214,2.066656,7.518150,14.525146,17.925852,65.211263,125.988857,0.667496,2.428240,4.691385,0,0,0,4.063968,14.784040,28.562923,4to5,11.00,77.31
255.00,256.00,em1,701.384418,25249839.045741,72.973879,11.390080,410042.893309,1.185054,0.250608,9021.882104,0.026074,1.539696,55429.055762,0.160194,0.096531,3475.102336,0.010043,0,0,0,0.279631,10066.716887,0.029094,-1to0,0.17,0.02
255.00,256.00,em1,13998.441066,51101.116274,78177.764416,24.708082,90.196513,137.988409,2.657741,9.702048,14.842815,24.093155,87.951729,134.554194,0.893212,3.260659,4.988365,0,0,0,5.580969,20.373252,31.168307,0to1,14.00,78.19
255.00,256.00,em1,26085.090657,95223.264106,155196.513101,233.555982,852.592896,1389.570561,6.935729,25.318783,41.264988,50.949396,185.990068,303.129811,2.457085,8.969556,14.618736,0,0,0,10.399729,37.964067,61.874489,0to2,13.73,81.69
255.00,256.00,em1,23458.085022,106385.873114,103910.085084,82.216243,372.862780,364.185601,4.892509,22.188250,21.671890,41.667868,188.969924,184.572258,1.599045,7.251903,7.083138,0,0,0,9.352387,42.414454,41.427394,1to3,14.00,62.01
255.00,256.00,em1,14471.115509,65628.641765,94939.204966,57.127401,259.081183,374.790043,3.053778,13.849331,20.034614,25.835858,117.169422,169.498736,1.010679,4.583579,6.630663,0,0,0,5.769417,26.165155,37.850837,2to4,9.50,62.33
255.00,256.00,em1,19990.531971,72722.226247,89570.402327,105.899308,385.244047,474.496809,4.508808,16.402293,20.202352,36.556127,132.985103,163.794892,1.488666,5.415518,6.670178,0,0,0,7.969924,28.993257,35.710372,3to5,18.00,80.65
255.00,256.00,em1,13008.113982,47321.352401,91932.624087,48.885068,177.835737,345.486870,2.726042,9.916889,19.265840,23.241706,84.549457,164.256791,0.929066,3.379786,6.566012,0,0,0,5.186140,18.866314,36.652159,4to5,11.00,77.74
256.00,257.00,em1,1706.506673,61434240.242006,81.867130,23.383102,841791.671819,1.121770,0.679230,24452.263536,0.032585,3.337597,120153.479638,0.160116,0.177910,6404.746642,0.008535,0,0,0,0.680358,24492.871945,0.032639,-1to0,1.00,0.05
256.00,257.00,em1,27149.173444,99107.683663,149105.680107,159.883384,583.652092,878.093796,6.343264,23.155999,34.837774,50.219520,183.325666,275.810079,2.054730,7.500762,11.284758,0,0,0,10.823966,39.512740,59.446187,0to1,14.00,76.89
256.00,257.00,em1,29980.250164,109442.490229,173745.991846,248.518852,907.214644,1440.253304,7.807067,28.499591,45.244673,57.979981,211.655120,336.014182,2.706523,9.880125,15.685244,0,0,0,11.952670,43.633058,69.269886,0to2,14.00,81.13
256.00,257.00,em1,17565.431095,79661.819023,78230.432209,53.599964,243.083737,238.715937,3.571794,16.198614,15.907552,30.870523,140.002372,137.486769,1.166600,5.290703,5.195638,0,0,0,7.003074,31.759974,31.189301,1to3,14.00,62.35
256.00,257.00,em1,10078.324979,45706.689246,70037.783549,31.154616,141.290773,216.504253,2.061937,9.351188,14.329116,17.745741,80.479549,123.321320,0.674324,3.058159,4.686112,0,0,0,4.018077,18.222572,27.923015,2to4,9.00,62.54
256.00,257.00,em1,32787.087328,119273.963602,147911.892781,235.126015,855.349288,1060.720448,8.073831,29.371252,36.423351,61.910059,225.218486,279.293918,2.618961,9.527346,11.814881,0,0,0,13.071716,47.552726,58.970236,3to5,18.00,81.20
256.00,257.00,em1,17480.711473,63591.917243,114491.491530,96.031375,349.346150,628.966126,3.999564,14.549746,26.195502,32.090100,116.738441,210.176997,1.305316,4.748524,8.549287,0,0,0,6.969296,25.353140,45.646033,4to5,11.79,77.21
256.00,257.00,em1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5to-5,0.15,7.787043e-003
257.00,258.00,em1,2282.987160,82187537.772186,78.304720,37.222196,1339999.045070,1.276693,0.834605,30045.795614,0.028626,4.982333,179363.986047,0.170890,0.312878,11263.593605,0.010731,0,0,0,0.910191,32766.887952,0.031219,-1to0,0.63,0.02
257.00,258.00,em1,19224.859272,70180.083941,106327.529398,50.967845,186.057415,281.889449,3.753005,13.700293,20.756862,33.487468,122.245539,185.210183,1.282240,4.680799,7.091725,0,0,0,7.664664,27.979750,42.391197,0to1,14.00,77.43
257.00,258.00,em1,36653.314016,133802.417897,204897.210766,277.363659,1012.512218,1550.502095,9.243163,33.742040,51.670591,69.669860,254.328865,389.464375,2.986971,10.903898,16.697593,0,0,0,14.613121,53.344998,81.689415,0to2,14.00,78.26
257.00,258.00,em1,21056.022408,95492.165117,98282.380339,119.321645,541.141245,556.953019,4.868765,22.080566,22.725745,38.729065,175.642016,180.774155,1.537234,6.971582,7.175287,0,0,0,8.394719,38.071289,39.183705,1to3,13.23,61.78
257.00,258.00,em1,14343.881120,65051.615055,98970.007515,74.376759,337.309563,513.185260,3.224535,14.623740,22.248665,26.206760,118.851518,180.821578,1.057675,4.796711,7.297752,0,0,0,5.718690,25.935101,39.457854,2to4,9.00,62.10
257.00,258.00,em1,26267.931915,95558.361858,115852.443632,127.064700,462.240219,560.407879,5.935818,21.593517,26.179412,47.725339,173.616836,210.488484,1.992226,7.247387,8.786541,0,0,0,10.472629,38.097680,46.188625,3to5,18.28,80.64
257.00,258.00,em1,14343.629378,52179.735004,100640.790077,70.109085,255.045175,491.914110,3.191903,11.611612,22.395703,26.055308,94.784873,182.814736,1.015512,3.694264,7.125250,0,0,0,5.718590,20.803277,40.123972,4to5,11.00,77.18
258.00,259.00,em1,21991.978283,80281.413772,123585.399023,163.962112,598.541431,921.396101,5.555369,20.279797,31.218768,41.687162,152.178412,234.263809,1.797476,6.561660,10.101035,0,0,0,8.767869,32.006984,49.271627,0to1,14.13,79.43
258.00,259.00,em1,17801.812745,64985.272196,99232.719930,159.701346,582.987565,890.223889,4.706550,17.181195,26.235741,35.008382,127.797615,195.147369,1.709432,6.240259,9.528896,0,0,0,7.097312,25.908641,39.562578,0to2,14.00,78.04
258.00,259.00,em1,15782.959176,71578.046149,72705.093976,57.248863,259.632032,263.720125,3.320642,15.059600,15.296725,28.051535,127.217846,129.220982,1.064476,4.827556,4.903569,0,0,0,6.292429,28.537094,28.986431,1to3,13.46,62.01
258.00,259.00,em1,13472.467061,61099.623860,92741.764605,54.013132,244.957514,371.815580,2.875901,13.042633,19.797124,24.144203,109.497521,166.203860,0.937398,4.251239,6.452862,0,0,0,5.371271,24.359504,36.974751,2to4,9.00,61.95
258.00,259.00,em1,27925.826537,101589.506399,118361.588218,175.142886,637.140653,742.330407,6.579560,23.935342,27.886986,52.090096,189.495095,220.780090,2.230745,8.115080,9.454852,0,0,0,11.133606,40.502205,47.188981,3to5,18.24,77.32
258.00,259.00,em1,8034.502252,29228.181191,57015.513917,32.726774,119.054556,232.240132,1.727012,6.282583,12.255457,14.418241,52.451158,102.316656,0.567346,2.063912,4.026080,0,0,0,3.203235,11.652837,22.731229,4to5,11.00,78.06
258.00,259.00,em1,3323.844035,119658385.269644,65.173412,50.900009,1832400.340012,0.998039,1.161850,41826.615092,0.022781,7.160916,257792.983254,0.140410,0.430645,15503.208555,0.008444,0,0,0,1.325165,47705.932801,0.025984,5to-5,0.85,0.02
259.00,260.00,em1,1851.571289,66656566.421487,83.806183,26.391056,950078.020177,1.194517,0.731646,26339.244990,0.033116,3.694359,132996.913838,0.167215,0.204273,7353.833760,0.009246,0,0,0,0.738193,26574.931693,0.033412,-1to0,1.00,0.05
259.00,260.00,em1,28185.453476,102890.609645,157508.488288,200.685488,732.599611,1121.488711,6.929840,25.297287,38.725958,53.620379,195.740456,299.646230,2.457188,8.969932,13.731481,0,0,0,11.237114,41.020930,62.796252,0to1,14.00,78.24
259.00,260.00,em1,22706.777460,82890.778320,126077.240383,162.575005,593.477815,902.682381,5.582841,20.380084,30.998198,43.095558,157.319741,239.284021,1.900189,6.936612,10.550618,0,0,0,9.052849,33.047300,50.265090,0to2,14.00,77.73
259.00,260.00,em1,21558.208565,97769.653358,98070.491889,89.131104,404.222694,405.466492,4.623594,20.968681,21.033202,38.692273,175.475161,176.015100,1.514743,6.869585,6.890723,0,0,0,8.594934,38.979294,39.099234,1to3,13.64,62.07
259.00,260.00,em1,5240.890440,23768.210611,37001.159063,20.377494,92.414940,143.866947,1.104526,5.009190,7.798056,9.342557,42.369872,65.959293,0.363541,1.648713,2.566634,0,0,0,2.089464,9.476029,14.751807,2to4,9.00,63.54
259.00,260.00,em1,12581.526658,45769.498756,55635.839212,37.809768,137.545641,167.195782,2.567075,9.338591,11.351672,22.125141,80.487578,97.837951,0.835307,3.038707,3.693748,0,0,0,5.016066,18.247613,22.181175,3to5,18.00,79.60
259.00,260.00,em1,24985.983143,90894.845710,173406.684200,115.635298,420.661958,802.527303,5.480954,19.938798,38.038690,45.158814,164.280245,313.409329,1.774417,6.455033,12.314735,0,0,0,9.961536,36.238410,69.134640,4to5,11.00,76.34
260.00,261.00,em1,2108.415837,75902970.147910,75.552838,33.728839,1214238.199928,1.208637,0.766583,27596.998699,0.027470,4.570044,164521.597054,0.163763,0.282973,10187.016621,0.010140,0,0,0,0.840592,30261.329168,0.030122,-1to0,0.60,0.02
260.00,261.00,em1,18931.035002,69107.482491,105554.394265,131.643594,480.563126,734.009515,4.650114,16.975175,25.927791,35.705610,130.342836,199.084941,1.546785,5.646519,8.624463,0,0,0,7.547517,27.552108,42.082940,0to1,14.00,78.06
260.00,261.00,em1,23694.875625,86497.817061,131204.207118,90.387801,329.959423,500.498925,4.992618,18.225483,27.645322,42.340830,154.564618,234.451329,1.665772,6.080880,9.223782,0,0,0,9.446792,34.485383,52.309151,0to2,14.00,77.52
260.00,261.00,em1,13919.813363,63128.405276,67239.715609,64.772849,293.754417,312.885512,3.060503,13.879833,14.783773,25.179305,114.191860,121.628737,0.991110,4.494828,4.787559,0,0,0,5.549620,25.168347,26.807464,1to3,13.00,62.80
260.00,261.00,em1,22145.560915,100433.382836,151768.900399,149.154305,676.436756,1022.190628,5.334499,24.192741,36.558618,41.569248,188.522665,284.884136,1.764517,8.002347,12.092666,0,0,0,8.829101,40.041274,60.507970,2to4,9.00,61.68
260.00,261.00,em1,28891.252763,105101.566235,122847.999965,107.381943,390.637626,456.596917,6.112205,22.235184,25.989603,51.401541,186.990247,218.563611,1.963777,7.143893,8.350142,0,0,0,11.518509,41.902417,48.977654,3to5,18.85,80.14
260.00,261.00,em1,9345.349989,33996.826961,65986.772397,14.259516,51.873745,100.685308,1.752037,6.373617,12.370990,16.054430,58.403342,113.359050,0.589105,2.143066,4.159624,0,0,0,3.725852,13.554028,26.307942,4to5,11.00,77.67
261.00,262.00,em1,1320.517794,47538640.572542,78.206741,15.781518,568134.642194,0.934649,0.543999,19583.952095,0.032218,2.405866,86611.162115,0.142486,0.111839,4026.200686,0.006624,0,0,0,0.526470,18952.913667,0.031180,-1to0,1.00,0.06
261.00,262.00,em1,19150.971402,69910.357287,105268.571960,211.029031,770.358569,1159.979002,5.521657,20.156733,30.351304,38.905634,142.024480,213.855496,2.027184,7.400208,11.142975,0,0,0,7.635199,27.872190,41.968970,0to1,14.77,81.20
261.00,262.00,em1,18341.558468,66955.606524,101315.090359,114.787167,419.028972,634.061288,4.342647,15.852775,23.987913,34.054946,124.317111,188.112691,1.401339,5.115567,7.740713,0,0,0,7.312503,26.694190,40.392797,0to2,14.00,77.33
261.00,262.00,em1,23332.488147,105816.272776,111156.188603,127.530194,578.368226,607.555019,5.326373,24.155887,25.374891,42.765221,193.946580,203.733906,1.720874,7.804419,8.198262,0,0,0,9.302312,42.187355,44.316299,1to3,13.00,61.93
261.00,262.00,em1,17884.294591,81107.911978,122291.541364,100.010520,453.562447,683.864859,4.103289,18.609022,28.058002,32.950165,149.433853,225.310894,1.339747,6.075948,9.161093,0,0,0,7.130199,32.336505,48.755798,2to4,9.00,61.54
261.00,262.00,em1,29547.807752,107490.003949,124723.344254,197.072202,716.915850,831.855420,7.110576,25.867093,30.014236,55.568278,202.148140,234.557550,2.481508,9.027313,10.474617,0,0,0,11.780264,42.854640,49.725312,3to5,18.80,79.37
261.00,262.00,em1,14061.715273,51154.178437,99722.683755,69.740039,253.702649,494.581476,3.129207,11.383533,22.191667,25.583531,93.068626,181.432943,1.030037,3.747104,7.304804,0,0,0,5.606194,20.394402,39.757935,4to5,11.00,78.01
261.00,262.00,em1,1703.939189,61341810.812117,69.113842,28.527084,1026975.020552,1.157093,0.594156,21389.603127,0.024100,3.820249,137528.956888,0.154954,0.243771,8775.762517,0.009888,0,0,0,0.679334,24456.025450,0.027555,5to-5,0.29,0.01
262.00,263.00,em1,2578.046567,92809676.408991,77.851232,41.087750,1479159.016730,1.240758,0.948772,34155.777464,0.028651,5.554933,199977.600959,0.167747,0.342455,12328.389696,0.010341,0,0,0,1.027827,37001.768568,0.031038,-1to0,0.80,0.02
262.00,263.00,em1,31369.950022,114515.570418,177511.136915,220.627821,805.398820,1248.452587,7.742260,28.263012,43.810631,59.103772,215.757506,334.446748,2.543149,9.283732,14.390758,0,0,0,12.506724,45.655625,70.771003,0to1,14.00,79.22
262.00,263.00,em1,21195.350225,77373.334018,116229.564938,79.430151,289.958674,435.573456,4.473921,16.331985,24.533770,37.746143,137.791776,206.989635,1.448811,5.288863,7.944885,0,0,0,8.450268,30.847588,46.338985,0to2,14.06,77.11
262.00,263.00,em1,23822.169315,108037.049046,105815.563965,95.041426,431.026877,422.163993,5.076869,23.024350,22.550917,42.697177,193.637990,189.656356,1.663855,7.545828,7.390669,0,0,0,9.497542,43.072752,42.187079,1to3,13.86,61.55
262.00,263.00,em1,18379.510272,83353.788083,134680.939553,24.653460,111.807075,180.655040,3.378410,15.321589,24.756236,31.499454,142.854668,230.820954,1.174895,5.328322,8.609367,0,0,0,7.327637,33.231914,53.695285,2to4,8.34,61.09
262.00,263.00,em1,25237.921642,91811.356014,109477.328389,76.171943,277.100845,330.419477,5.175834,18.828821,22.451787,44.344472,161.317804,192.357928,1.653243,6.014222,7.171454,0,0,0,10.061981,36.603811,43.646969,3to5,18.00,78.08
262.00,263.00,em1,17816.513399,64813.508727,124333.013971,98.894136,359.760398,690.135367,4.109932,14.951246,28.681267,32.691737,118.927096,228.140160,1.294838,4.710406,9.036063,0,0,0,7.103175,25.840170,49.569700,4to5,11.17,77.93
263.00,264.00,em1,23594.778976,86132.415620,132754.860764,145.182836,529.987942,816.864069,5.586396,20.393062,31.431582,43.834937,160.018835,246.635115,1.864726,6.807156,10.491788,0,0,0,9.406882,34.339693,52.927358,0to1,14.00,78.77
263.00,264.00,em1,24189.382378,88303.007150,137665.200113,117.507626,428.959969,668.752537,5.469025,19.964599,31.124993,43.906486,160.280022,249.878029,1.790265,6.535339,10.188653,0,0,0,9.643943,35.205079,54.885042,0to2,14.02,79.79
263.00,264.00,em1,13332.838071,60466.385810,59298.874132,56.753805,257.386869,252.417129,2.859587,12.968649,12.718244,23.957964,108.652898,106.554980,0.957162,4.340873,4.257057,0,0,0,5.315602,24.107040,23.641571,1to3,14.00,62.27
263.00,264.00,em1,8447.267840,38309.604717,62064.208571,15.187583,68.877928,111.587007,1.606609,7.286208,11.804161,14.576155,66.105013,107.094692,0.535370,2.427983,3.933500,0,0,0,3.367800,15.273468,24.744074,2to4,8.55,62.84
263.00,264.00,em1,21451.482553,78036.921172,95124.396835,127.785786,464.863409,566.652948,5.007530,18.216559,22.205376,39.719769,144.493903,176.133235,1.611797,5.863449,7.147348,0,0,0,8.552383,31.112146,37.924665,3to5,18.00,79.82
263.00,264.00,em1,24801.347175,90223.170807,158062.138329,152.928479,556.328338,974.632636,5.861303,21.322443,37.354826,46.040217,167.486642,293.420155,1.868800,6.798382,11.910098,0,0,0,9.887923,35.970618,63.016992,4to5,12.00,76.48
264.00,265.00,em1,1725.187736,62106758.487393,82.106823,23.766633,855598.773625,1.131125,0.685940,24693.837883,0.032646,3.383369,121801.276610,0.161025,0.181264,6525.514390,0.008627,0,0,0,0.687805,24760.994449,0.032735,-1to0,1.00,0.05
264.00,265.00,em1,21659.157561,79066.456310,121957.046415,145.785105,532.186518,820.877764,5.235367,19.111636,29.478982,40.697555,148.565864,229.157278,1.767557,6.452442,9.952650,0,0,0,8.635179,31.522601,48.622431,0to1,14.00,78.83
264.00,265.00,em1,16366.763135,59746.643364,93895.521456,137.500773,501.944678,788.836905,4.279725,15.623077,24.552626,31.819101,116.155190,182.545019,1.543476,5.634437,8.854863,0,0,0,6.525180,23.820078,37.434716,0to2,14.00,80.32
264.00,265.00,em1,9050.375312,41044.785996,40796.140067,10.231283,46.400375,46.119285,1.673794,7.590902,7.544917,15.428719,69.971513,69.547631,0.565118,2.562892,2.547366,0,0,0,3.608250,16.363943,16.264812,1to3,14.00,63.11
264.00,265.00,em1,13535.944888,61387.505162,93100.956556,55.467474,251.553170,381.508268,2.910643,13.200196,20.019560,24.264253,110.041962,166.890834,0.935401,4.242182,6.433740,0,0,0,5.396578,24.474277,37.117954,2to4,9.00,61.90
264.00,265.00,em1,26700.841444,97133.214630,117233.328402,166.165785,604.483456,729.571318,6.359867,23.136136,27.923777,49.603452,180.449097,217.790056,2.078612,7.561644,9.126401,0,0,0,10.645222,38.725545,46.739157,3to5,17.94,78.76
264.00,265.00,em1,9365.719965,34070.929540,60994.298295,60.386467,219.675911,393.267170,2.232422,8.121178,14.538657,17.537847,63.799765,114.215314,0.745424,2.711728,4.854576,0,0,0,3.733971,13.583566,24.317507,4to5,12.00,78.15
264.00,265.00,em1,609.872994,21955427.778550,45.792859,7.758084,279291.040476,0.582523,0.193155,6953.574180,0.014503,1.259717,45349.804433,0.094587,0.067219,2419.886146,0.005047,0,0,0,0.243147,8753.288766,0.018257,5to-5,0.15,0.01
265.00,266.00,em1,1982.864742,71383130.704019,68.401778,29.236008,1052496.284167,1.008538,0.715736,25766.504039,0.024690,4.156540,149635.428092,0.143386,0.242065,8714.345666,0.008350,0,0,0,0.790537,28459.340036,0.027271,-1to0,0.68,0.02
265.00,266.00,em1,31326.300013,114356.226663,173710.847044,263.373828,961.442532,1460.462640,8.071280,29.464097,44.756927,60.938215,222.454113,337.915071,2.881447,10.518682,15.978221,0,0,0,12.489321,45.592094,69.255881,0to1,14.00,77.63
265.00,266.00,em1,26868.860127,98084.403760,157081.062072,201.019434,733.818674,1175.202297,6.675476,24.368734,39.026252,51.502655,188.009732,301.095457,2.456442,8.967209,14.360884,0,0,0,10.712208,39.104766,62.625840,0to2,13.60,79.51
265.00,266.00,em1,26598.390943,120627.623325,122247.144452,125.134881,567.505131,575.124335,5.893103,26.726093,27.084912,48.173049,218.471879,221.405036,1.889847,8.570733,8.685801,0,0,0,10.604379,48.092420,48.738099,1to3,13.48,61.97
265.00,266.00,em1,5303.490158,24052.109559,36850.287907,17.942344,81.371174,124.668948,1.079712,4.896654,7.502173,9.327396,42.301116,64.809629,0.361414,1.639066,2.511217,0,0,0,2.114422,9.589215,14.691657,2to4,9.15,63.55
265.00,266.00,em1,25408.773349,92432.886072,115774.988300,166.309559,605.006481,757.788935,6.102095,22.198405,27.804174,47.509144,172.830353,216.475249,1.967726,7.158260,8.965937,0,0,0,10.130095,36.851597,46.157741,3to5,17.02,77.57
265.00,266.00,em1,14670.247124,53367.915974,95213.577643,83.715805,304.544156,543.336537,3.361211,12.227526,21.815102,27.101549,98.590923,175.895841,1.139952,4.146956,7.398575,0,0,0,5.848807,21.276985,37.960220,4to5,12.00,77.88
266.00,267.00,em1,20080.581163,73303.884917,110990.443018,105.353833,384.592716,582.317240,4.523904,16.514450,25.004761,36.681160,133.904070,202.746035,1.477358,5.393075,8.165731,0,0,0,8.005826,29.225156,44.250220,0to1,14.00,77.38
266.00,267.00,em1,32214.927579,117600.149350,183896.117410,245.472706,896.094733,1401.259635,8.177860,29.853167,46.682606,61.392728,224.113309,350.455059,2.723652,9.942655,15.547732,0,0,0,12.843603,46.885397,73.316594,0to2,14.00,79.92
266.00,267.00,em1,13821.171646,62681.050547,66318.266328,60.972162,276.517741,292.563335,2.994640,13.581135,14.369212,24.988350,113.325852,119.901851,0.994520,4.510294,4.772014,0,0,0,5.510294,24.989995,26.440098,1to3,13.00,62.38
266.00,267.00,em1,16361.812761,74203.232477,103293.682787,70.978934,321.899929,448.096776,3.575879,16.217136,22.574862,29.429418,133.466749,185.790721,1.143364,5.185325,7.218167,0,0,0,6.523209,29.583713,41.181638,2to4,10.00,63.13
266.00,267.00,em1,28138.810841,102364.307829,121358.033968,177.727071,646.541487,766.507442,6.691492,24.342534,28.859298,52.369871,190.512869,225.862586,2.138719,7.780303,9.223941,0,0,0,11.218520,40.811106,48.383618,3to5,18.00,77.63
266.00,267.00,em1,19421.542092,70652.335825,125233.929873,89.937289,327.176881,579.933362,4.269532,15.531845,27.530780,35.127266,127.787142,226.507529,1.385255,5.039326,8.932395,0,0,0,7.743077,28.168025,49.928886,4to5,11.99,77.34
266.00,267.00,em1,85.301385,3070849.871372,17.878758,0.087095,3135.418199,0.018255,0.015831,569.922012,0.003318,0.144888,5215.983901,0.030368,0.005282,190.158724,0.001107,0,0,0,0.034008,1224.301908,0.007128,5to-5,0.04,8.026972e-003
267.00,268.00,em1,1184.558947,42644122.105307,78.133280,13.300527,478818.988406,0.877300,0.498503,17946.091027,0.032881,2.085912,75092.824927,0.137586,0.090420,3255.110227,0.005964,0,0,0,0.472265,17001.545663,0.031151,-1to0,1.00,0.07
267.00,268.00,em1,14661.506564,53521.627742,81916.450288,80.446771,293.669829,449.470447,3.366974,12.291093,18.811885,26.937064,98.333381,150.502177,1.092520,3.988228,6.104102,0,0,0,5.845322,21.338267,32.658855,0to1,14.00,78.22
267.00,268.00,em1,28220.228116,103017.553991,157544.719796,196.506240,717.343322,1097.032965,6.925550,25.281626,38.663185,53.286863,194.522961,297.483916,2.331958,8.512782,13.018595,0,0,0,11.250978,41.071541,62.810698,0to2,14.00,78.16
267.00,268.00,em1,18277.037866,82889.060618,87595.860218,68.221569,309.394869,326.963649,3.864369,17.525483,18.520655,32.508103,147.429041,155.800700,1.248790,5.663446,5.985041,0,0,0,7.286781,33.046624,34.923154,1to3,13.00,62.30
267.00,268.00,em1,20415.959685,92589.386326,125218.171083,154.040671,698.597145,944.784930,5.103905,23.146961,31.304021,38.859410,176.233151,238.338255,1.664867,7.550416,10.211206,0,0,0,8.139534,36.913989,49.922592,2to4,10.00,61.33
267.00,268.00,em1,18833.591475,68513.469393,82587.784982,76.681379,278.954087,336.257970,4.040849,14.699937,17.719657,33.794187,122.937625,148.191972,1.323079,4.813140,5.801874,0,0,0,7.508670,27.315292,32.926510,3to5,18.00,78.93
267.00,268.00,em1,10595.120691,38543.284647,75140.385279,39.791284,144.754063,282.198992,2.225184,8.094850,15.780964,18.911464,68.796758,134.119729,0.734105,2.670552,5.206259,0,0,0,4.224116,15.366630,29.957346,4to5,11.00,78.01
268.00,269.00,em1,2621.321110,94367559.947829,75.240453,40.285415,1450274.922095,1.156323,0.966404,34790.530158,0.027739,5.552826,199901.737967,0.159384,0.332593,11973.354125,0.009547,0,0,0,1.045080,37622.872478,0.029997,-1to0,0.91,0.03
268.00,269.00,em1,17636.491844,64381.770526,103727.678522,91.579857,334.311008,538.619930,3.982414,14.537747,23.422263,32.195333,117.528619,189.354389,1.308912,4.778165,7.698266,0,0,0,7.031404,25.668042,41.354663,0to1,13.24,77.85
268.00,269.00,em1,16891.231240,61661.206957,94820.960122,140.190880,511.764875,786.978381,4.357522,15.907074,24.461474,32.822717,119.818878,184.254276,1.570779,5.734109,8.817760,0,0,0,6.734278,24.583387,37.803678,0to2,14.00,78.59
268.00,269.00,em1,15218.958343,69020.219242,73215.121285,48.927945,221.895442,235.381775,3.115722,14.130258,14.989065,26.954241,122.241457,129.671032,1.045665,4.742244,5.030468,0,0,0,6.067571,27.517329,29.189773,1to3,12.95,62.28
268.00,269.00,em1,8403.702380,38112.028934,52494.167612,39.494477,179.113275,246.704323,1.858326,8.427783,11.608131,15.234159,69.089155,95.160971,0.602803,2.733799,3.765438,0,0,0,3.350430,15.194693,20.928636,2to4,10.00,62.47
268.00,269.00,em1,25621.558193,93206.961897,113702.287599,86.976114,316.404618,385.978989,5.248116,19.091772,23.289871,45.339554,164.937747,201.205991,1.761243,6.407109,7.815971,0,0,0,10.214932,37.160220,45.331400,3to5,18.07,80.19
268.00,269.00,em1,19149.818346,69663.850087,134371.158884,86.241598,313.732571,605.143257,4.200841,15.281959,29.476616,34.533995,125.628925,242.319426,1.358600,4.942361,9.533076,0,0,0,7.634745,27.773929,53.571760,4to5,11.00,77.19
269.00,270.00,em1,22503.459456,82148.568746,130981.884983,140.165029,511.670506,815.833659,5.375179,19.622019,31.286352,41.831548,152.705489,243.481452,1.765653,6.445492,10.277023,0,0,0,8.971789,32.751394,52.220500,0to1,13.61,79.23
269.00,270.00,em1,30405.151499,110993.586699,166733.053246,242.748244,886.149120,1331.161131,7.688992,28.068559,42.164207,58.633865,214.042115,321.531149,2.718147,9.922556,14.905529,0,0,0,12.122074,44.251462,66.473944,0to2,14.00,76.77
269.00,270.00,em1,25631.823358,116244.096861,121567.346757,127.024116,576.073090,602.453621,5.707291,25.883408,27.068705,46.585343,211.271398,220.946301,1.836551,8.329031,8.710448,0,0,0,10.219023,46.344775,48.467075,1to3,13.00,61.66
269.00,270.00,em1,16479.526751,74737.082773,101915.281676,71.983452,326.455566,445.171389,3.583574,16.252038,22.162105,29.714985,134.761837,183.768084,1.167825,5.296258,7.222246,0,0,0,6.570140,29.796553,40.632093,2to4,10.00,61.84
